"","entity_id","entity_name","sex","pronoun","race","urm","gender_urm","pronoun_urm","public_health_researcher","practitioner","non_public_health_researcher","policymaker","industry_expert","celebrity","journalist","expertise_label_by_relative_expertise","expertise_label_by_relative_reach","news_count","weights","subclass"
"82",867242173,"albert ko","Male","He","East Asian","No","non_urm_male","non_urm_he","Yes","No","No","No","No","No","No","public_health_researcher","public_health_researcher",10,0.63551249429112,"5"
"84",4115775934,"albert williams","Male","He","Latinx","Yes","urm_male","urm_he","No","No","Yes","Yes","Yes","No","No","non_public_health_researcher","policymaker",1,1,"49"
"85",1848974951,"alberto bisin","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","Yes","No","No","No","No","non_public_health_researcher","non_public_health_researcher",1,0.672591242261973,"4"
"86",1814412918,"alberto dicochea","Male","He","Latinx","Yes","urm_male","urm_he","No","No","No","Yes","No","No","No","policymaker","policymaker",1,1,"7"
"87",4111465800,"alberto montaner","Male","He","Latinx","Yes","urm_male","urm_he","No","No","No","No","No","No","Yes","journalist","journalist",1,1,"2"
"88",3991054616,"aldo munoz armenta","Male","He","Latinx","Yes","urm_male","urm_he","No","No","Yes","No","No","No","No","non_public_health_researcher","non_public_health_researcher",1,1,"4"
"89",2694669070,"alejandro macias","Male","He","Latinx","Yes","urm_male","urm_he","No","Yes","No","No","No","No","No","practitioner","practitioner",2,1,"1"
"90",4203863423,"alessandro colombo","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","Yes","No","No","No","No","non_public_health_researcher","non_public_health_researcher",2,0.672591242261973,"4"
"91",4033408743,"alessandro grimaldi","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1.00241704783613,"3"
"92",2966813251,"alessandro vespignani","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","No","No","No","No","No","No","public_health_researcher","public_health_researcher",2,0.63551249429112,"5"
"93",3199001060,"alex appolonia","Female","She","White/European","No","non_urm_female","non_urm_she","No","No","No","No","No","No","Yes","journalist","journalist",1,1.10925817185359,"13"
"94",4060563064,"alex azar","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","No","Yes","Yes","No","No","policymaker","policymaker",30,0.0653095843935539,"16"
"95",1265702889,"alex billioux","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",4,0.951091334535272,"19"
"96",477267419,"alex brandon","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","No","No","No","No","Yes","journalist","journalist",5,0.518430948681574,"2"
"97",1667512276,"alex george","Male","He","White/European","No","non_urm_male","non_urm_he","No","Yes","No","No","No","No","Yes","practitioner","practitioner",1,4.50636132315522,"20"
"98",1392124034,"alex greninger","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1.00241704783613,"3"
"99",1227835446,"alex horton","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","No","No","No","No","Yes","journalist","journalist",1,0.518430948681574,"2"
"100",2836106301,"alex hsu","Male","He","East Asian","No","non_urm_male","non_urm_he","No","Yes","No","No","No","No","No","practitioner","practitioner",1,1.93632713104326,"1"
"101",2366158024,"alex jahangir","Male","He","Middle Eastern","Yes","urm_male","urm_he","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",2,1,"3"
"103",1553028667,"alex r cook","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","No","No","No","No","No","No","public_health_researcher","public_health_researcher",1,0.63551249429112,"5"
"105",3665906593,"alex tabarrock","Male","He","Middle Eastern","Yes","urm_male","urm_he","No","No","Yes","No","Yes","No","No","non_public_health_researcher","industry_expert",1,1,"18"
"106",2979221966,"alex ward","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","No","No","No","No","Yes","journalist","journalist",1,0.518430948681574,"2"
"107",858451265,"alex wigglesworth","Female","She","White/European","No","non_urm_female","non_urm_she","No","No","No","No","No","No","Yes","journalist","journalist",1,1.10925817185359,"13"
"108",1383177550,"alexa mieses","Female","She","Black/African","Yes","urm_female","urm_she","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",2,1,"6"
"109",3111225005,"alexander billioux","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",5,0.951091334535272,"19"
"110",3834164154,"alexander edwards","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","No","No","No","No","No","No","public_health_researcher","public_health_researcher",2,0.63551249429112,"5"
"111",3846115740,"alexander halavais","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","Yes","No","No","No","No","non_public_health_researcher","non_public_health_researcher",1,0.672591242261973,"4"
"112",2145179784,"alexander isakov","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",1,0.951091334535272,"19"
"113",2290220305,"alexander kekule","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","No","Yes","No","No","public_health_researcher","public_health_researcher",1,0.751060220525869,"21"
"114",4036011426,"alexander l greninger","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1.00241704783613,"3"
"115",3031503089,"alexander lukashenko","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","No","Yes","No","No","No","policymaker","policymaker",2,0.808206106870229,"7"
"116",1033257890,"alexander morden","Male","He","White/European","No","non_urm_male","non_urm_he","No","Yes","No","No","No","No","No","practitioner","practitioner",1,1.93632713104326,"1"
"117",311599243,"alexandra phelan","Female","She","White/European","No","non_urm_female","non_urm_she","Yes","No","No","No","No","No","No","public_health_researcher","public_health_researcher",1,0.773479928601268,"14"
"118",3322467879,"alexandra sacks","Female","She","White/European","No","non_urm_female","non_urm_she","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1.64965012722646,"6"
"119",3354636126,"alexandre bayen","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","Yes","Yes","No","No","No","non_public_health_researcher","policymaker",1,0.513382935549328,"22"
"120",3382277421,"alexandre white","Male","He","Black/African","Yes","urm_male","urm_he","Yes","No","No","No","No","No","No","public_health_researcher","public_health_researcher",2,1,"5"
"121",4165642176,"alexandria ocasio cortez","Female","She","Latinx","Yes","urm_female","urm_she","No","No","No","Yes","No","No","No","policymaker","policymaker",2,1,"37"
"122",830213940,"alexei navalny","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","No","Yes","No","No","No","policymaker","policymaker",1,0.808206106870229,"7"
"123",1441198055,"alexia harrist","Female","She","White/European","No","non_urm_female","non_urm_she","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",1,1.2674141221374,"10"
"124",3628515059,"alexis mcgill johnson","Female","She","Black/African","Yes","urm_female","urm_she","No","No","No","No","Yes","No","No","industry_expert","industry_expert",2,1,"29"
"125",1796851109,"alfa saadu","Male","He","Black/African","Yes","urm_male","urm_he","No","Yes","No","Yes","No","No","No","practitioner","policymaker",3,1,"17"
"126",3042547016,"alfonso jimenez","Male","He","Latinx","Yes","urm_male","urm_he","No","No","No","Yes","No","No","No","policymaker","policymaker",1,1,"7"
"127",322922341,"alfred kim","Male","He","East Asian","No","non_urm_male","non_urm_he","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",2,1.00241704783613,"3"
"128",761480792,"alfred m wu","Male","He","East Asian","No","non_urm_male","non_urm_he","No","No","Yes","No","No","No","Yes","non_public_health_researcher","non_public_health_researcher",3,0.643765903307888,"23"
"129",3261184381,"alfredo garzino demo","Male","He","Latinx","Yes","urm_male","urm_he","Yes","No","No","No","No","No","No","public_health_researcher","public_health_researcher",8,1,"5"
"130",141023843,"ali hassan","Male","He","Black/African","Yes","urm_male","urm_he","No","No","No","No","No","No","No","not_available","not_available",1,1,"33"
"131",1980005122,"ali khan","Male","He","South Asian","Yes","urm_male","urm_he","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",8,1,"19"
"132",1413935034,"ali mokdad","Male","He","Middle Eastern","Yes","urm_male","urm_he","Yes","No","No","Yes","Yes","No","No","public_health_researcher","policymaker",8,1,"36"
"133",1397195506,"ali nouri","Male","He","Middle Eastern","Yes","urm_male","urm_he","Yes","No","No","Yes","No","No","No","public_health_researcher","policymaker",2,1,"15"
"134",1664547161,"ali yusuf","Male","He","Middle Eastern","Yes","urm_male","urm_he","No","Yes","No","Yes","No","No","No","practitioner","policymaker",1,1,"17"
"135",4048732922,"alice miranda ollstein","Female","She","White/European","No","non_urm_female","non_urm_she","No","No","No","No","No","No","Yes","journalist","journalist",1,1.10925817185359,"13"
"136",944140160,"alina alonso","Female","She","Latinx","Yes","urm_female","urm_she","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",4,1,"10"
"137",2299569294,"aline holmes","Female","She","White/European","No","non_urm_female","non_urm_she","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",1,1.2674141221374,"10"
"138",236331020,"alison bateman house","Female","She","White/European","No","non_urm_female","non_urm_she","Yes","No","No","No","No","No","No","public_health_researcher","public_health_researcher",3,0.773479928601268,"14"
"139",804550097,"alison holman","Female","She","White/European","No","non_urm_female","non_urm_she","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1.64965012722646,"6"
"140",2436269421,"alison pittard","Female","She","White/European","No","non_urm_female","non_urm_she","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",2,1.64965012722646,"6"
"141",3675709051,"alison sinclair","Female","She","White/European","No","non_urm_female","non_urm_she","Yes","No","No","No","No","No","No","public_health_researcher","public_health_researcher",1,0.773479928601268,"14"
"142",2563381478,"alison tothy","Female","She","White/European","No","non_urm_female","non_urm_she","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1.64965012722646,"6"
"143",3127589447,"alison whelan","Female","She","White/European","No","non_urm_female","non_urm_she","Yes","Yes","No","No","Yes","No","No","public_health_researcher","public_health_researcher",3,0.726832471476648,"24"
"144",1102085860,"allan lichtman","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","Yes","Yes","No","No","No","non_public_health_researcher","policymaker",2,0.513382935549328,"22"
"145",2442374706,"allan randrup thomsen","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1.00241704783613,"3"
"146",2610030272,"allen cheng","Male","He","East Asian","No","non_urm_male","non_urm_he","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",8,0.951091334535272,"19"
"147",2974157520,"allen pietrobon","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","Yes","No","No","No","No","non_public_health_researcher","non_public_health_researcher",2,0.672591242261973,"4"
"148",4135575591,"allen sills","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","No","Yes","No","No","public_health_researcher","public_health_researcher",1,0.751060220525869,"21"
"149",2709732908,"allison aiello","Female","She","Latinx","Yes","urm_female","urm_she","Yes","No","No","Yes","No","No","No","public_health_researcher","policymaker",3,1,"39"
"150",3141024557,"allison arwady","Female","She","White/European","No","non_urm_female","non_urm_she","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",25,1.2674141221374,"10"
"151",3701582836,"allison brashear","Female","She","White/European","No","non_urm_female","non_urm_she","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1.64965012722646,"6"
"152",2366743674,"allison chamberlain","Female","She","White/European","No","non_urm_female","non_urm_she","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",1,1.2674141221374,"10"
"153",2631754315,"allison k hoffman","Female","She","White/European","No","non_urm_female","non_urm_she","Yes","No","No","No","No","No","No","public_health_researcher","public_health_researcher",1,0.773479928601268,"14"
"154",20416667,"allison mcgeer","Female","She","White/European","No","non_urm_female","non_urm_she","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",4,1.2674141221374,"10"
"155",465880613,"allon mordel","Male","He","Middle Eastern","Yes","urm_male","urm_he","No","Yes","No","No","No","No","No","practitioner","practitioner",1,1,"1"
"156",3539336786,"allyson pollock","Male","She","White/European","No","non_urm_male","non_urm_she","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",1,1.2674141221374,"10"
"157",3937579889,"alma moeller","Female","She","White/European","No","non_urm_female","non_urm_she","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",1,1.2674141221374,"10"
"158",1839576080,"alonso aguirre","Male","He","Latinx","Yes","urm_male","urm_he","Yes","Yes","No","Yes","Yes","No","No","public_health_researcher","policymaker",2,1,"45"
"159",1424932514,"alpesh amin","Male","He","South Asian","Yes","urm_male","urm_he","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1,"3"
"160",1580458197,"alpha fowler","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1.00241704783613,"3"
"161",3495883016,"alta charo","Female","She","Black/African","Yes","urm_female","urm_she","No","No","Yes","Yes","Yes","No","No","non_public_health_researcher","policymaker",1,1,"30"
"162",3428013639,"altaf saadi","Female","She","Middle Eastern","Yes","urm_female","urm_she","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1,"6"
"163",15620163,"alvin tillery jr","Male","He","Black/African","Yes","urm_male","urm_he","No","No","Yes","No","No","No","No","non_public_health_researcher","non_public_health_researcher",1,1,"4"
"164",355324245,"amadou alpha sall","Male","He","Black/African","Yes","urm_male","urm_he","Yes","No","No","Yes","No","No","No","public_health_researcher","policymaker",1,1,"15"
"165",1212638192,"aman pulungan","Male","He","East Asian","No","non_urm_male","non_urm_he","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",1,0.951091334535272,"19"
"166",1557810799,"amanda mae simanek","Female","She","White/European","No","non_urm_female","non_urm_she","Yes","No","No","No","No","No","No","public_health_researcher","public_health_researcher",1,0.773479928601268,"14"
"167",3425592401,"amanda spray","Female","She","White/European","No","non_urm_female","non_urm_she","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",2,1.64965012722646,"6"
"168",2707880514,"amanda williams","Female","She","White/European","No","non_urm_female","non_urm_she","No","No","No","No","No","No","No","not_available","not_available",1,1.63867684478372,"25"
