orig_index,disambiguated_entity,disambiguated_entity_id,sex_at_birth,comment/reference,pronoun_denoting_gender,comment/reference.1,race_ethnicity,comment/reference.2,public_health_researcher,practitioner/clinician/physician,non_public_health_researcher,politician/govt service/policymaker,industry_expert,celebrity,journalist,comment/reference.3
1020,craig shapiro,3908507490,Male,https://www.doximity.com/pub/craig-shapiro-md-65005e04,He,https://www.doximity.com/pub/craig-shapiro-md-65005e04,Middle Eastern,https://www.doximity.com/pub/craig-shapiro-md-65005e04,Yes,Yes,No,No,No,No,No,https://www.doximity.com/pub/craig-shapiro-md-65005e04
1022,craig spencer,465858545,Male,https://celebpie.com/dr-craig-spencer/,He,https://celebpie.com/dr-craig-spencer/,White/European,https://celebpie.com/dr-craig-spencer/,Yes,Yes,No,No,No,No,No,https://celebpie.com/dr-craig-spencer/
1024,cristina monet zilkha,3007472238,Female,https://en.wikipedia.org/wiki/Cristina_(singer),She,https://en.wikipedia.org/wiki/Cristina_(singer),White/European,https://en.wikipedia.org/wiki/Cristina_(singer),No,No,No,No,No,Yes,No,https://en.wikipedia.org/wiki/Cristina_(singer)
1025,crystal watson,2753048281,Female,https://www.jhsph.edu/faculty/directory/profile/3521/crystal-r-watson,She,https://www.jhsph.edu/faculty/directory/profile/3521/crystal-r-watson,White/European,https://www.jhsph.edu/faculty/directory/profile/3521/crystal-r-watson,Yes,No,No,No,No,No,No,https://www.jhsph.edu/faculty/directory/profile/3521/crystal-r-watson
1026,cui jie,636197149,Male,https://www.researchgate.net/profile/Jie_Cui2,No info,,East Asian,https://www.researchgate.net/profile/Jie_Cui2,Yes,No,No,No,No,No,No,https://www.researchgate.net/profile/Jie_Cui2
1027,cui tiankai,3383491412,Male,https://en.wikipedia.org/wiki/Cui_Tiankai,He,https://en.wikipedia.org/wiki/Cui_Tiankai,East Asian,https://en.wikipedia.org/wiki/Cui_Tiankai,No,No,Yes,Yes,No,No,No,https://en.wikipedia.org/wiki/Cui_Tiankai
1029,curtis hill,838151588,Male,https://en.wikipedia.org/wiki/Curtis_Hill,He,https://en.wikipedia.org/wiki/Curtis_Hill,Black/African,https://en.wikipedia.org/wiki/Curtis_Hill,No,No,No,Yes,Yes,No,No,https://en.wikipedia.org/wiki/Curtis_Hill
1030,curtis houck,315401851,Male,https://twitter.com/CurtisHouck?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1288590331538288640%7Ctwgr%5E&ref_url=https%3A%2F%2Fwww.foxnews.com%2Fmedia%2Fcnn-wolf-blitzer-nba-commissioner-adam-silver-china,He,https://twitter.com/CurtisHouck?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1288590331538288640%7Ctwgr%5E&ref_url=https%3A%2F%2Fwww.foxnews.com%2Fmedia%2Fcnn-wolf-blitzer-nba-commissioner-adam-silver-china,White/European,https://twitter.com/CurtisHouck?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1288590331538288640%7Ctwgr%5E&ref_url=https%3A%2F%2Fwww.foxnews.com%2Fmedia%2Fcnn-wolf-blitzer-nba-commissioner-adam-silver-china,No,No,No,No,No,No,Yes,https://twitter.com/CurtisHouck?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1288590331538288640%7Ctwgr%5E&ref_url=https%3A%2F%2Fwww.foxnews.com%2Fmedia%2Fcnn-wolf-blitzer-nba-commissioner-adam-silver-china
1032,cynthia benson,658783715,Female,https://health.usnews.com/doctors/cynthia-benson-38055,She,https://health.usnews.com/doctors/cynthia-benson-38055,White/European,https://health.usnews.com/doctors/cynthia-benson-38055,Yes,Yes,No,No,No,No,No,https://health.usnews.com/doctors/cynthia-benson-38055
1033,cynthia detata,2552092025,Female,https://med.stanford.edu/profiles/cynthia-detata?tab=bio,She,https://med.stanford.edu/profiles/cynthia-detata?tab=bio,White/European,https://med.stanford.edu/profiles/cynthia-detata?tab=bio,Yes,Yes,No,No,No,No,No,https://med.stanford.edu/profiles/cynthia-detata?tab=bio
1034,cynthia jumper,2323916531,Female,https://www.healthcare6.com/physician/lubbock-tx/cynthia-a-jumper-467025.html,She,https://www.healthcare6.com/physician/lubbock-tx/cynthia-a-jumper-467025.html,White/European,https://www.healthcare6.com/physician/lubbock-tx/cynthia-a-jumper-467025.html,No,Yes,No,No,No,No,No,https://www.healthcare6.com/physician/lubbock-tx/cynthia-a-jumper-467025.html
1035,cynthia rohrbeck,1123837053,Female,https://psychology.columbian.gwu.edu/cynthia-rohrbeck,She,https://psychology.columbian.gwu.edu/cynthia-rohrbeck,White/European,https://psychology.columbian.gwu.edu/cynthia-rohrbeck,Yes,Yes,No,No,No,No,No,https://psychology.columbian.gwu.edu/cynthia-rohrbeck
1036,cyntoria johnson,2059784470,Female,https://aysps.gsu.edu/profile/cyntoria-johnson/,She,https://aysps.gsu.edu/profile/cyntoria-johnson/,Black/African,https://aysps.gsu.edu/profile/cyntoria-johnson/,No,No,Yes,No,Yes,No,No,https://aysps.gsu.edu/profile/cyntoria-johnson/
1037,cyrus shahpar,1701397489,Male,https://www.linkedin.com/in/cyrusshahpar/,He,https://www.linkedin.com/in/cyrusshahpar/,South Asian,https://www.linkedin.com/in/cyrusshahpar/,Yes,No,No,Yes,No,No,No,https://www.linkedin.com/in/cyrusshahpar/
1039,dagen mcdowell,4259620839,Female,https://en.wikipedia.org/wiki/Dagen_McDowell,She,https://en.wikipedia.org/wiki/Dagen_McDowell,White/European,https://en.wikipedia.org/wiki/Dagen_McDowell,No,No,No,No,No,No,Yes,https://en.wikipedia.org/wiki/Dagen_McDowell
1040,daichi oshimi,464965365,Male,https://www.u-tokai.ac.jp/english/staff/detail/MDQwMDA1/MzE0NzM3,He,https://www.u-tokai.ac.jp/english/staff/detail/MDQwMDA1/MzE0NzM3,East Asian,https://www.u-tokai.ac.jp/english/staff/detail/MDQwMDA1/MzE0NzM3,Yes,No,No,No,No,No,No,https://www.u-tokai.ac.jp/english/staff/detail/MDQwMDA1/MzE0NzM3
1041,dakotah lane,3883125071,Male,https://www.ece.uw.edu/spotlight/dr-dakotah-lane-coronavirus/,He,https://www.ece.uw.edu/spotlight/dr-dakotah-lane-coronavirus/,Aboriginal/Native American,https://www.ece.uw.edu/spotlight/dr-dakotah-lane-coronavirus/,Yes,Yes,No,No,No,No,No,https://www.ece.uw.edu/spotlight/dr-dakotah-lane-coronavirus/
1042,dale fisher,2163725778,Male,https://en.wikipedia.org/wiki/Dale_Fisher,He,https://en.wikipedia.org/wiki/Dale_Fisher,White/European,https://en.wikipedia.org/wiki/Dale_Fisher,Yes,Yes,No,No,No,No,No,https://en.wikipedia.org/wiki/Dale_Fisher
1043,dale needham,2299581626,Male,https://www.hopkinsmedicine.org/profiles/results/directory/profile/0018604/dale-needham,He,https://www.hopkinsmedicine.org/profiles/results/directory/profile/0018604/dale-needham,White/European,https://www.hopkinsmedicine.org/profiles/results/directory/profile/0018604/dale-needham,Yes,Yes,No,No,No,No,No,https://www.hopkinsmedicine.org/profiles/results/directory/profile/0018604/dale-needham
1044,dali yang,207120334,Male,https://en.wikipedia.org/wiki/Dali_Yang,He,https://en.wikipedia.org/wiki/Dali_Yang,East Asian,https://en.wikipedia.org/wiki/Dali_Yang,No,No,Yes,No,No,No,No,https://en.wikipedia.org/wiki/Dali_Yang
1045,damian caraballo,1404986153,Male,https://www.caredash.com/doctors/damian-caraballo-hcts2,He,https://www.caredash.com/doctors/damian-caraballo-hcts2,White/European,https://forebears.io/surnames/caraballo,No,Yes,No,No,No,No,No,https://www.caredash.com/doctors/damian-caraballo-hcts2
1046,damnha miller,3083840310,Female,https://www.southampton.ac.uk/medicine/about/staff/hdm1c18.page#contact,She,https://www.southampton.ac.uk/medicine/about/staff/hdm1c18.page#contact,Other/Mixed,https://www.southampton.ac.uk/medicine/about/staff/hdm1c18.page#contact,Yes,Yes,No,No,No,No,No,https://www.southampton.ac.uk/medicine/about/staff/hdm1c18.page#contact
1047,dan ariely,4200189598,Male,https://en.wikipedia.org/wiki/Dan_Ariely,He,https://en.wikipedia.org/wiki/Dan_Ariely,Middle Eastern,https://en.wikipedia.org/wiki/Dan_Ariely,No,No,Yes,No,Yes,No,No,https://en.wikipedia.org/wiki/Dan_Ariely
1048,dan crenshaw,778668881,Male,https://en.wikipedia.org/wiki/Dan_Crenshaw,He,https://en.wikipedia.org/wiki/Dan_Crenshaw,White/European,https://en.wikipedia.org/wiki/Dan_Crenshaw,No,No,No,Yes,No,No,No,https://en.wikipedia.org/wiki/Dan_Crenshaw
1049,dan doyle,3356548966,Male,https://www.afge.org/districts/district-4/,He,https://www.afge.org/districts/district-4/,White/European,https://www.afge.org/districts/district-4/,No,No,No,Yes,No,No,No,https://www.afge.org/districts/district-4/
1050,dan epps,3136185905,Male,https://law.wustl.edu/faculty-staff-directory/profile/daniel-epps/,He,https://law.wustl.edu/faculty-staff-directory/profile/daniel-epps/,White/European,https://law.wustl.edu/faculty-staff-directory/profile/daniel-epps/,No,No,Yes,No,Yes,No,No,https://law.wustl.edu/faculty-staff-directory/profile/daniel-epps/
1051,dan mccarthy,715412778,Male,https://ballotpedia.org/Daniel_McCarthy_(Arizona),He,https://ballotpedia.org/Daniel_McCarthy_(Arizona),White/European,https://ballotpedia.org/Daniel_McCarthy_(Arizona),No,No,No,Yes,Yes,No,No,https://ballotpedia.org/Daniel_McCarthy_(Arizona)
1052,dan patrick,563927195,Male,https://en.wikipedia.org/wiki/Dan_Patrick_(politician),He,https://en.wikipedia.org/wiki/Dan_Patrick_(politician),White/European,https://en.wikipedia.org/wiki/Dan_Patrick_(politician),No,No,No,Yes,No,No,Yes,https://en.wikipedia.org/wiki/Dan_Patrick_(politician)
1053,dan schnur,2362531526,Male,https://ballotpedia.org/Dan_Schnur,He,https://ballotpedia.org/Dan_Schnur,White/European,https://ballotpedia.org/Dan_Schnur,No,No,No,Yes,No,No,No,https://ballotpedia.org/Dan_Schnur
1054,dan suan,1590075706,Male,https://www.researchgate.net/profile/Dan_Suan,He,https://www.researchgate.net/profile/Dan_Suan,White/European,https://www.researchgate.net/profile/Dan_Suan,Yes,Yes,No,No,No,No,No,https://www.researchgate.net/profile/Dan_Suan
1055,dan tehan,1837121139,Male,https://en.wikipedia.org/wiki/Dan_Tehan,He,https://en.wikipedia.org/wiki/Dan_Tehan,White/European,https://en.wikipedia.org/wiki/Dan_Tehan,No,No,No,Yes,No,No,No,https://en.wikipedia.org/wiki/Dan_Tehan
1057,dan wakeford,2120099659,Male,https://en.wikipedia.org/wiki/Dan_Wakeford,He,https://en.wikipedia.org/wiki/Dan_Wakeford,White/European,https://en.wikipedia.org/wiki/Dan_Wakeford,No,No,No,No,No,No,Yes,https://en.wikipedia.org/wiki/Dan_Wakeford
1058,dan wallach,3020037227,Male,https://www.cs.rice.edu/~dwallach/,He,https://www.cs.rice.edu/~dwallach/,White/European,https://www.cs.rice.edu/~dwallach/,No,No,Yes,No,No,No,No,https://www.cs.rice.edu/~dwallach/
1059,dana fisher,86415067,Female,https://en.wikipedia.org/wiki/Dana_R._Fisher,She,https://en.wikipedia.org/wiki/Dana_R._Fisher,White/European,https://en.wikipedia.org/wiki/Dana_R._Fisher,No,No,Yes,No,No,No,No,https://en.wikipedia.org/wiki/Dana_R._Fisher
1060,dana garfin,1144620001,Female,https://www.faculty.uci.edu/profile.cfm?faculty_id=6362,She,https://www.faculty.uci.edu/profile.cfm?faculty_id=6362,White/European,https://www.faculty.uci.edu/profile.cfm?faculty_id=6362,Yes,Yes,No,No,No,No,No,https://www.faculty.uci.edu/profile.cfm?faculty_id=6362
1061,dana gold,2097305828,Female,https://whistleblower.org/our-team/dana-gold/,She,https://whistleblower.org/our-team/dana-gold/,White/European,https://whistleblower.org/our-team/dana-gold/,No,No,Yes,Yes,Yes,No,No,https://whistleblower.org/our-team/dana-gold/
1062,dana perino,2280241571,Female,https://en.wikipedia.org/wiki/Dana_Perino,She,https://en.wikipedia.org/wiki/Dana_Perino,White/European,https://en.wikipedia.org/wiki/Dana_Perino,No,No,No,No,No,No,Yes,https://en.wikipedia.org/wiki/Dana_Perino
1063,dana radcliffe,1920821566,Male,"https://www.maxwell.syr.edu/pa/Radcliffe,_Dana/",He,"https://www.maxwell.syr.edu/pa/Radcliffe,_Dana/",White/European,"https://www.maxwell.syr.edu/pa/Radcliffe,_Dana/",No,No,Yes,No,No,No,No,"https://www.maxwell.syr.edu/pa/Radcliffe,_Dana/"
1064,dania rajendra,202533781,Female,https://www.keywiki.org/Dania_Rajendra,She,https://www.keywiki.org/Dania_Rajendra,South Asian,https://www.keywiki.org/Dania_Rajendra,No,No,Yes,Yes,Yes,No,No,https://www.keywiki.org/Dania_Rajendra
1065,daniel aldana cohen,596395545,Male,https://sociology.sas.upenn.edu/people/daniel-cohen,He,https://sociology.sas.upenn.edu/people/daniel-cohen,White/European,https://sociology.sas.upenn.edu/people/daniel-cohen,No,No,Yes,No,No,No,No,https://sociology.sas.upenn.edu/people/daniel-cohen
1066,daniel alpert,2632023570,Male,https://en.wikipedia.org/wiki/Daniel_Alpert,He,https://en.wikipedia.org/wiki/Daniel_Alpert,White/European,https://en.wikipedia.org/wiki/Daniel_Alpert,No,No,Yes,No,Yes,No,No,https://en.wikipedia.org/wiki/Daniel_Alpert
1067,daniel aobdia,1190153765,Male,https://www.kellogg.northwestern.edu/faculty/directory/aobdia_daniel.aspx,He,https://www.kellogg.northwestern.edu/faculty/directory/aobdia_daniel.aspx,White/European,https://www.kellogg.northwestern.edu/faculty/directory/aobdia_daniel.aspx,No,No,Yes,No,Yes,No,No,https://www.kellogg.northwestern.edu/faculty/directory/aobdia_daniel.aspx
1068,daniel batlle,2577859379,Male,https://www.feinberg.northwestern.edu/faculty-profiles/az/profile.html?xid=10250,He,https://www.feinberg.northwestern.edu/faculty-profiles/az/profile.html?xid=10250,White/European,https://www.feinberg.northwestern.edu/faculty-profiles/az/profile.html?xid=10250,Yes,Yes,No,No,No,No,No,https://www.feinberg.northwestern.edu/faculty-profiles/az/profile.html?xid=10250
1069,daniel berliner,3848449934,Male,http://www.danielberliner.com/,He,http://www.danielberliner.com/,White/European,http://www.danielberliner.com/,No,No,Yes,No,No,No,No,http://www.danielberliner.com/
1070,daniel bober,1306170119,Male,https://www.drbober.com/,He,https://www.drbober.com/,White/European,https://www.drbober.com/,Yes,Yes,No,No,No,No,No,https://www.drbober.com/
1072,daniel brooks,3860076595,Male,daniel brooks,He,daniel brooks,White/European,daniel brooks,Yes,Yes,No,No,No,No,No,https://phoenixmed.arizona.edu/ctper/brooks
1074,daniel crane,390714617,Male,https://www.doximity.com/pub/daniel-crane-md-db7afb29,He,https://www.doximity.com/pub/daniel-crane-md-db7afb29,White/European,https://www.doximity.com/pub/daniel-crane-md-db7afb29,Yes,Yes,No,No,No,No,No,https://www.doximity.com/pub/daniel-crane-md-db7afb29
1075,daniel diekema,150028708,Male,https://medicine.uiowa.edu/internalmedicine/profile/daniel-diekema,He,https://medicine.uiowa.edu/internalmedicine/profile/daniel-diekema,White/European,https://medicine.uiowa.edu/internalmedicine/profile/daniel-diekema,Yes,Yes,No,No,No,No,No,https://medicine.uiowa.edu/internalmedicine/profile/daniel-diekema
1076,daniel fein,2254436087,Male,https://www.einstein.yu.edu/faculty/14705/daniel-fein/,He,https://www.einstein.yu.edu/faculty/14705/daniel-fein/,White/European,https://www.einstein.yu.edu/faculty/14705/daniel-fein/,Yes,Yes,No,No,No,No,No,https://www.einstein.yu.edu/faculty/14705/daniel-fein/
1077,daniel fletcher,989368322,Male,https://bioeng.berkeley.edu/faculty/daniel_fletcher,He,https://bioeng.berkeley.edu/faculty/daniel_fletcher,White/European,https://bioeng.berkeley.edu/faculty/daniel_fletcher,Yes,No,No,No,No,No,No,https://bioeng.berkeley.edu/faculty/daniel_fletcher
1078,daniel freeman,1025515687,Male,https://www.psych.ox.ac.uk/team/daniel-freeman,He,"https://www.psych.ox.ac.uk/team/daniel-freeman, https://en.m.wikipedia.org/wiki/Daniel_Freeman_(psychologist)",White/European,https://www.psych.ox.ac.uk/team/daniel-freeman,Yes,Yes,No,No,No,No,No,https://www.psych.ox.ac.uk/team/daniel-freeman
1079,daniel gluckstein,2738860592,Male,https://en.wikipedia.org/wiki/Daniel_Gluckstein,He,https://en.wikipedia.org/wiki/Daniel_Gluckstein,White/European,https://en.wikipedia.org/wiki/Daniel_Gluckstein,No,No,No,Yes,No,No,No,https://en.wikipedia.org/wiki/Daniel_Gluckstein
1080,daniel griffin,4038111996,Male,https://parasiteswithoutborders.com/daniel-griffin-md-phd/,He,https://parasiteswithoutborders.com/daniel-griffin-md-phd/,White/European,https://parasiteswithoutborders.com/daniel-griffin-md-phd/,Yes,Yes,No,No,No,No,No,https://parasiteswithoutborders.com/daniel-griffin-md-phd/
1081,daniel grossman,3613180838,Male,https://danielgrossman.co/,He,https://danielgrossman.co/,White/European,https://danielgrossman.co/,Yes,Yes,No,No,Yes,No,No,https://danielgrossman.co/
1082,daniel jolley,3957601082,Male,https://theconversation.com/profiles/daniel-jolley-275870,He,https://theconversation.com/profiles/daniel-jolley-275870,White/European,https://theconversation.com/profiles/daniel-jolley-275870,Yes,Yes,No,No,No,No,No,https://theconversation.com/profiles/daniel-jolley-275870
1084,daniel klein,2620239344,Male,https://en.wikipedia.org/wiki/Daniel_B._Klein,He,https://en.wikipedia.org/wiki/Daniel_B._Klein,White/European,https://en.wikipedia.org/wiki/Daniel_B._Klein,No,No,Yes,No,No,No,No,https://en.wikipedia.org/wiki/Daniel_B._Klein
1085,daniel kreiss,3596108105,Male,http://hussman.unc.edu/directory/faculty/daniel-kreiss,He,http://hussman.unc.edu/directory/faculty/daniel-kreiss,White/European,http://hussman.unc.edu/directory/faculty/daniel-kreiss,No,No,Yes,No,No,No,No,http://hussman.unc.edu/directory/faculty/daniel-kreiss
1086,daniel kuritzkes,3416558827,Male,https://www.virology-education.com/daniel-kuritzkes-md/,He,https://www.virology-education.com/daniel-kuritzkes-md/,White/European,https://www.virology-education.com/daniel-kuritzkes-md/,Yes,No,No,No,No,No,No,https://www.virology-education.com/daniel-kuritzkes-md/
1087,daniel leussink tokyo,2195242386,Male,https://twitter.com/danielleussink,He,https://twitter.com/danielleussink,White/European,https://twitter.com/danielleussink,No,No,No,No,No,No,Yes,https://twitter.com/danielleussink
1088,daniel levitin,1838690393,Male,https://www.daniellevitin.com/,He,https://www.daniellevitin.com/,White/European,https://www.daniellevitin.com/,Yes,No,No,No,No,No,No,https://www.daniellevitin.com/
1089,daniel lucey,654365860,Male,https://oneill.law.georgetown.edu/faculty/Daniel-Lucey/,He,https://oneill.law.georgetown.edu/faculty/Daniel-Lucey/,White/European,https://oneill.law.georgetown.edu/faculty/Daniel-Lucey/,Yes,Yes,No,No,No,No,No,https://oneill.law.georgetown.edu/faculty/Daniel-Lucey/
1091,daniel lopez regalado,2959075205,Male,https://www.dailymail.co.uk/news/article-8197689/Mexican-health-official-infected-COVID-19-fired-spiting-coughing-hospital-staff.html,He,https://www.dailymail.co.uk/news/article-8197689/Mexican-health-official-infected-COVID-19-fired-spiting-coughing-hospital-staff.html,Latinx,https://www.dailymail.co.uk/news/article-8197689/Mexican-health-official-infected-COVID-19-fired-spiting-coughing-hospital-staff.html,No,Yes,No,Yes,No,No,No,https://www.dailymail.co.uk/news/article-8197689/Mexican-health-official-infected-COVID-19-fired-spiting-coughing-hospital-staff.html
1092,daniel mcquillen,1641341459,Male,https://physicians.lahey.org/Details/784/daniel-mcquillen-infectious_disease-burlington,He,https://physicians.lahey.org/Details/784/daniel-mcquillen-infectious_disease-burlington,White/European,https://physicians.lahey.org/Details/784/daniel-mcquillen-infectious_disease-burlington,Yes,Yes,No,No,No,No,No,https://physicians.lahey.org/Details/784/daniel-mcquillen-infectious_disease-burlington
1093,daniel rascher,2411700959,Male,https://www.usfca.edu/faculty/daniel-rascher,He,https://www.usfca.edu/faculty/daniel-rascher,White/European,https://www.usfca.edu/faculty/daniel-rascher,No,No,Yes,No,No,No,No,https://www.usfca.edu/faculty/daniel-rascher
1094,daniel reardon,2354345270,Male,http://www.astronomy.swin.edu.au/staff/dreardon.html,He,http://www.astronomy.swin.edu.au/staff/dreardon.html,White/European,http://www.astronomy.swin.edu.au/staff/dreardon.html,No,No,Yes,No,No,No,No,http://www.astronomy.swin.edu.au/staff/dreardon.html
1095,daniel reaven,4216689017,Male,https://www.healthcare6.com/physician/chicago-il/daniel-reaven-2344190.html,He,https://www.healthcare6.com/physician/chicago-il/daniel-reaven-2344190.html,White/European,https://www.healthcare6.com/physician/chicago-il/daniel-reaven-2344190.html,Yes,Yes,No,No,No,No,No,https://www.healthcare6.com/physician/chicago-il/daniel-reaven-2344190.html
1096,daniel roshan,2003753170,Male,https://nyulangone.org/doctors/1225025547/daniel-f-roshan,He,https://nyulangone.org/doctors/1225025547/daniel-f-roshan,South Asian,https://nyulangone.org/doctors/1225025547/daniel-f-roshan,Yes,Yes,No,No,No,No,No,https://nyulangone.org/doctors/1225025547/daniel-f-roshan
1097,daniel rusyniak,181664465,Male,https://medicine.iu.edu/faculty/13541/rusyniak-daniel,He,https://medicine.iu.edu/faculty/13541/rusyniak-daniel,White/European,https://medicine.iu.edu/faculty/13541/rusyniak-daniel,Yes,Yes,No,No,No,No,No,https://medicine.iu.edu/faculty/13541/rusyniak-daniel
1098,daniel scarparolo,2428628774,Male,https://www.linkedin.com/in/danielscarparolo/?originalSubdomain=au,He,https://www.linkedin.com/in/danielscarparolo/?originalSubdomain=au,White/European,https://www.linkedin.com/in/danielscarparolo/?originalSubdomain=au,No,No,No,No,No,No,Yes,https://www.linkedin.com/in/danielscarparolo/?originalSubdomain=au
1099,daniel schneider,754554064,Male,https://www.hks.harvard.edu/faculty/daniel-schneider,He,https://www.hks.harvard.edu/faculty/daniel-schneider,White/European,https://www.hks.harvard.edu/faculty/daniel-schneider,Yes,No,No,No,No,No,No,https://www.hks.harvard.edu/faculty/daniel-schneider
1101,daniel sumner,1917517502,Male,https://www.cato.org/people/daniel-sumner,He,https://www.cato.org/people/daniel-sumner,White/European,https://www.cato.org/people/daniel-sumner,No,No,Yes,No,No,No,No,https://www.cato.org/people/daniel-sumner
1102,daniel taylor,2161655211,Male,http://www.sandmountainreporter.com/free_share/article_4d7a06de-d8e8-11ea-b5f3-c3ba621f7e20.html,He,https://www.cato.org/people/daniel-sumner,White/European,http://www.sandmountainreporter.com/free_share/article_4d7a06de-d8e8-11ea-b5f3-c3ba621f7e20.html,No,No,No,No,No,No,Yes,http://www.sandmountainreporter.com/free_share/article_4d7a06de-d8e8-11ea-b5f3-c3ba621f7e20.html
1103,daniel tokaji,2908602793,Male,https://wisblawg.law.wisc.edu/2020/06/03/daniel-p-tokaji-named-as-dean-of-university-of-wisconsin-law-school/,He,https://wisblawg.law.wisc.edu/2020/06/03/daniel-p-tokaji-named-as-dean-of-university-of-wisconsin-law-school/,White/European,https://wisblawg.law.wisc.edu/2020/06/03/daniel-p-tokaji-named-as-dean-of-university-of-wisconsin-law-school/,No,No,Yes,No,Yes,No,No,https://wisblawg.law.wisc.edu/2020/06/03/daniel-p-tokaji-named-as-dean-of-university-of-wisconsin-law-school/
1104,daniel varga,150899369,Male,https://www.hackensackmeridianhealth.org/2020/02/18/hackensack-meridian-health-appoints-daniel-w-varga-m-d-as-chief-physician-executive/,He,https://www.hackensackmeridianhealth.org/2020/02/18/hackensack-meridian-health-appoints-daniel-w-varga-m-d-as-chief-physician-executive/,White/European,https://www.hackensackmeridianhealth.org/2020/02/18/hackensack-meridian-health-appoints-daniel-w-varga-m-d-as-chief-physician-executive/,Yes,Yes,No,No,Yes,Yes,Yes,https://www.hackensackmeridianhealth.org/2020/02/18/hackensack-meridian-health-appoints-daniel-w-varga-m-d-as-chief-physician-executive/
1105,daniel w drezner,1140688279,Male,https://en.wikipedia.org/wiki/Daniel_W._Drezner,He,https://en.wikipedia.org/wiki/Daniel_W._Drezner,White/European,https://en.wikipedia.org/wiki/Daniel_W._Drezner,No,No,Yes,No,Yes,No,No,https://en.wikipedia.org/wiki/Daniel_W._Drezner
1106,daniel wallace,141660043,Male,https://en.wikipedia.org/wiki/Daniel_J._Wallace,He,https://en.wikipedia.org/wiki/Daniel_J._Wallace,White/European,https://en.wikipedia.org/wiki/Daniel_J._Wallace,Yes,Yes,No,No,No,No,No,https://en.wikipedia.org/wiki/Daniel_J._Wallace
1107,daniel winetsky,4262676529,Male,https://www.hivcenternyc.org/daniel-winetsky,He,https://www.hivcenternyc.org/daniel-winetsky,White/European,https://www.hivcenternyc.org/daniel-winetsky,Yes,No,No,No,No,No,No,https://www.hivcenternyc.org/daniel-winetsky
1108,daniela ferrari,4185957247,Female,https://www.expertscape.com/au/stem+cells/Ferrari%2C+Daniela,She,https://www.expertscape.com/au/stem+cells/Ferrari%2C+Daniela,White/European,https://www.expertscape.com/au/stem+cells/Ferrari%2C+Daniela,Yes,Yes,No,No,No,No,No,https://www.expertscape.com/au/stem+cells/Ferrari%2C+Daniela
1109,daniela trezzi,2552947696,Female,https://wikibious.com/daniela-trezz/,She,https://wikibious.com/daniela-trezz/,White/European,https://wikibious.com/daniela-trezz/,No,Yes,No,No,No,No,No,https://wikibious.com/daniela-trezz/
1110,danielle anderson,4080080506,Female,https://www.duke-nus.edu.sg/eid/faculty/research-track-faculty/research-track-faculty-staff-details/Detail/anderson-danielle-elizabeth,She,https://www.duke-nus.edu.sg/eid/faculty/research-track-faculty/research-track-faculty-staff-details/Detail/anderson-danielle-elizabeth,White/European,https://www.duke-nus.edu.sg/eid/faculty/research-track-faculty/research-track-faculty-staff-details/Detail/anderson-danielle-elizabeth,Yes,No,No,No,No,No,No,https://www.duke-nus.edu.sg/eid/faculty/research-track-faculty/research-track-faculty-staff-details/Detail/anderson-danielle-elizabeth
1111,danielle citron,2867755804,Female,https://en.wikipedia.org/wiki/Danielle_Citron,She,https://en.wikipedia.org/wiki/Danielle_Citron,White/European,https://en.wikipedia.org/wiki/Danielle_Citron,No,No,Yes,No,Yes,No,No,https://en.wikipedia.org/wiki/Danielle_Citron
1112,danielle mcmullen,486745491,Female,https://www.amansw.com.au/about/governance/,She,https://www.amansw.com.au/about/governance/,White/European,https://www.amansw.com.au/about/governance/,Yes,Yes,No,Yes,No,No,No,https://www.amansw.com.au/about/governance/
1113,danielle ompad,2888098860,Female,https://publichealth.nyu.edu/faculty/danielle-ompad,She,https://publichealth.nyu.edu/faculty/danielle-ompad,Latinx,https://publichealth.nyu.edu/faculty/danielle-ompad,Yes,No,No,No,No,No,No,https://publichealth.nyu.edu/faculty/danielle-ompad
1114,danielle stansky,1717609091,Female,https://med.nyu.edu/emergency/education/residency/residents-0,She,https://med.nyu.edu/emergency/education/residency/residents-0,White/European,https://med.nyu.edu/emergency/education/residency/residents-0,Yes,Yes,No,No,No,No,No,https://med.nyu.edu/emergency/education/residency/residents-0
1115,dannagal young,2455913553,Female,https://www.udel.edu/faculty-staff/experts/dannagal-young/,She,https://www.udel.edu/faculty-staff/experts/dannagal-young/,White/European,https://www.udel.edu/faculty-staff/experts/dannagal-young/,No,No,Yes,No,No,No,No,https://www.udel.edu/faculty-staff/experts/dannagal-young/
1116,danny avula,3501267393,Male,https://www.vdh.virginia.gov/richmond-city/dr-danny-tk-avula/,He,https://www.vdh.virginia.gov/richmond-city/dr-danny-tk-avula/,South Asian,https://www.vdh.virginia.gov/richmond-city/dr-danny-tk-avula/,Yes,Yes,No,Yes,No,No,No,https://www.vdh.virginia.gov/richmond-city/dr-danny-tk-avula/
