entity_id,entity_name,sex,pronoun,race,urm,gender_urm,pronoun_urm,public_health_researcher,practitioner,non_public_health_researcher,policymaker,industry_expert,celebrity,journalist,expertise_label_by_relative_expertise,expertise_label_by_relative_expertise_merged_others,expertise_label_by_relative_reach,expertise_label_by_relative_reach_merged_others,news_count
4203863423,alessandro colombo,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,Yes,No,No,No,No,non_public_health_researcher,researcher,non_public_health_researcher,researcher,1
4060563064,alex azar,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,No,Yes,Yes,No,No,policymaker,policymaker,policymaker,policymaker,6
1667512276,alex george,Male,He,White/European,No,non_urm_male,non_urm_he,No,Yes,No,No,No,No,Yes,practitioner,practitioner,practitioner,practitioner,1
2836106301,alex hsu,Male,He,East Asian,No,non_urm_male,non_urm_he,No,Yes,No,No,No,No,No,practitioner,practitioner,practitioner,practitioner,1
3834164154,alexander edwards,Male,He,White/European,No,non_urm_male,non_urm_he,Yes,No,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,2
3031503089,alexander lukashenko,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,No,Yes,No,No,No,policymaker,policymaker,policymaker,policymaker,1
1441198055,alexia harrist,Female,She,White/European,No,non_urm_female,non_urm_she,Yes,Yes,No,Yes,No,No,No,public_health_researcher,researcher,policymaker,policymaker,1
1796851109,alfa saadu,Male,He,Black/African,Yes,urm_male,urm_he,No,Yes,No,Yes,No,No,No,practitioner,practitioner,policymaker,policymaker,3
3261184381,alfredo garzino demo,Male,He,Latinx,Yes,urm_male,urm_he,Yes,No,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,8
1413935034,ali mokdad,Male,He,Middle Eastern,Yes,urm_male,urm_he,Yes,No,No,Yes,Yes,No,No,public_health_researcher,researcher,policymaker,policymaker,4
1397195506,ali nouri,Male,He,Middle Eastern,Yes,urm_male,urm_he,Yes,No,No,Yes,No,No,No,public_health_researcher,researcher,policymaker,policymaker,1
944140160,alina alonso,Female,She,Latinx,Yes,urm_female,urm_she,Yes,Yes,No,Yes,No,No,No,public_health_researcher,researcher,policymaker,policymaker,3
2436269421,alison pittard,Female,She,White/European,No,non_urm_female,non_urm_she,Yes,Yes,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,1
2442374706,allan randrup thomsen,Male,He,White/European,No,non_urm_male,non_urm_he,Yes,Yes,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,1
3141024557,allison arwady,Female,She,White/European,No,non_urm_female,non_urm_she,Yes,Yes,No,Yes,No,No,No,public_health_researcher,researcher,policymaker,policymaker,1
1580458197,alpha fowler,Male,He,White/European,No,non_urm_male,non_urm_he,Yes,Yes,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,1
3273342479,amged el hawrani,Male,He,Middle Eastern,Yes,urm_male,urm_he,Yes,Yes,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,5
632496526,ami jones,Female,She,White/European,No,non_urm_female,non_urm_she,No,Yes,No,No,No,No,No,practitioner,practitioner,practitioner,practitioner,2
2796127330,amitava banerjee,Male,He,South Asian,Yes,urm_male,urm_he,Yes,Yes,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,3
2402968513,amy acton,Female,She,White/European,No,non_urm_female,non_urm_she,No,Yes,No,Yes,Yes,No,No,practitioner,practitioner,policymaker,policymaker,4
2205144998,amy robach,Female,She,White/European,No,non_urm_female,non_urm_she,No,No,No,No,No,No,Yes,journalist,other,journalist,other,1
1368305852,anastasia vasilieva,Female,She,White/European,No,non_urm_female,non_urm_she,No,Yes,No,Yes,No,No,No,practitioner,practitioner,policymaker,policymaker,3
2255613791,anat admati,Female,She,White/European,No,non_urm_female,non_urm_she,No,No,Yes,Yes,No,No,No,non_public_health_researcher,researcher,policymaker,policymaker,1
2169059653,anders tegnell,Male,He,White/European,No,non_urm_male,non_urm_he,Yes,Yes,No,Yes,No,No,No,public_health_researcher,researcher,policymaker,policymaker,3
653569210,andre sayegh,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,No,Yes,No,No,No,policymaker,policymaker,policymaker,policymaker,1
3756845089,andrea andrea crisanti,Male,He,White/European,No,non_urm_male,non_urm_he,Yes,Yes,No,Yes,No,No,No,public_health_researcher,researcher,policymaker,policymaker,1
1754199066,andrea crisanti,Male,He,White/European,No,non_urm_male,non_urm_he,Yes,No,No,Yes,No,No,No,public_health_researcher,researcher,policymaker,policymaker,1
1915329065,andres manuel lopez obrador,Male,He,Latinx,Yes,urm_male,urm_he,No,No,No,Yes,No,No,Yes,policymaker,policymaker,policymaker,policymaker,1
2436317933,andrew blythe,Male,He,White/European,No,non_urm_male,non_urm_he,Yes,Yes,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,2
3000360845,andrew freedman,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,No,No,No,No,Yes,journalist,other,journalist,other,2
320366945,andrew hastie,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,No,Yes,No,No,No,policymaker,policymaker,policymaker,policymaker,1
3648736134,andrew hughes,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,Yes,No,Yes,No,Yes,non_public_health_researcher,researcher,industry_expert,other,1
3138278937,andrew m cuomo,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,No,Yes,No,No,No,policymaker,policymaker,policymaker,policymaker,25
2161093306,andrew mehle,Male,He,White/European,No,non_urm_male,non_urm_he,Yes,No,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,1
4043881703,andrew miller,Male,He,White/European,No,non_urm_male,non_urm_he,No,Yes,No,Yes,Yes,No,No,practitioner,practitioner,policymaker,policymaker,1
979563825,andrew pollard,Male,He,White/European,No,non_urm_male,non_urm_he,Yes,Yes,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,5
213714540,andrew preston,Male,He,White/European,No,non_urm_male,non_urm_he,Yes,No,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,2
1406423602,andrew robertson,Male,He,White/European,No,non_urm_male,non_urm_he,Yes,Yes,No,Yes,No,No,No,public_health_researcher,researcher,policymaker,policymaker,3
2220972666,andrew rochford,Male,He,White/European,No,non_urm_male,non_urm_he,Yes,Yes,No,No,Yes,No,Yes,public_health_researcher,researcher,public_health_researcher,researcher,1
2598290317,andrew slattery,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,No,Yes,No,No,No,policymaker,policymaker,policymaker,policymaker,1
1496254861,andrew weber,Male,He,White/European,No,non_urm_male,non_urm_he,Yes,Yes,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,2
847434162,andy knox,Male,He,White/European,No,non_urm_male,non_urm_he,No,Yes,No,Yes,No,No,No,practitioner,practitioner,policymaker,policymaker,1
2631163598,andy slavitt,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,No,Yes,Yes,No,Yes,policymaker,policymaker,policymaker,policymaker,1
3336170847,angela gardner,Female,She,White/European,No,non_urm_female,non_urm_she,Yes,Yes,No,Yes,No,No,Yes,public_health_researcher,researcher,policymaker,policymaker,1
3554399752,angela rasmussen,Female,She,White/European,No,non_urm_female,non_urm_she,Yes,No,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,2
2723170865,angela rippon,Female,She,White/European,No,non_urm_female,non_urm_she,No,No,No,No,No,No,Yes,journalist,other,journalist,other,1
11122582,angelo giupponi,Male,He,White/European,No,non_urm_male,non_urm_he,Yes,Yes,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,3
3662547129,angelo virgona,Male,He,White/European,No,non_urm_male,non_urm_he,No,Yes,No,No,No,No,No,practitioner,practitioner,practitioner,practitioner,7
195922728,angie bone,Female,She,White/European,No,non_urm_female,non_urm_she,Yes,No,No,Yes,No,No,No,public_health_researcher,researcher,policymaker,policymaker,3
2165789877,anish mahajan,Male,He,South Asian,Yes,urm_male,urm_he,Yes,Yes,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,1
2184212709,anjali talwalkar,Female,She,South Asian,Yes,urm_female,urm_she,Yes,Yes,No,Yes,No,No,No,public_health_researcher,researcher,policymaker,policymaker,3
1250541722,anna hemming,Female,She,White/European,No,non_urm_female,non_urm_she,No,Yes,No,No,No,No,No,practitioner,practitioner,practitioner,practitioner,1
2782668975,anne lashford,Female,She,White/European,No,non_urm_female,non_urm_she,No,Yes,No,No,No,No,No,practitioner,practitioner,practitioner,practitioner,1
379452513,anne schuchat,Female,She,White/European,No,non_urm_female,non_urm_she,Yes,Yes,No,Yes,No,No,No,public_health_researcher,researcher,policymaker,policymaker,1
2758165631,anne walters,Female,She,White/European,No,non_urm_female,non_urm_she,Yes,Yes,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,1
1650735977,anthony almojera,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,No,Yes,No,No,No,policymaker,policymaker,policymaker,policymaker,1
840205921,anthony costello,Male,He,White/European,No,non_urm_male,non_urm_he,Yes,Yes,No,Yes,No,No,No,public_health_researcher,researcher,policymaker,policymaker,1
582997773,anthony fauci,Male,He,White/European,No,non_urm_male,non_urm_he,Yes,Yes,No,Yes,No,No,No,public_health_researcher,researcher,policymaker,policymaker,175
3194248999,anton sebastianpillai,Male,He,South Asian,Yes,urm_male,urm_he,No,Yes,No,No,No,No,No,practitioner,practitioner,practitioner,practitioner,4
3711312921,arabia mollette,Female,She,Latinx,Yes,urm_female,urm_she,No,Yes,No,No,No,No,No,practitioner,practitioner,practitioner,practitioner,2
924836023,areema nasreen,Female,She,South Asian,Yes,urm_female,urm_she,No,Yes,No,No,No,No,No,practitioner,practitioner,practitioner,practitioner,1
1262543669,ari ercole,Male,He,White/European,No,non_urm_male,non_urm_he,Yes,Yes,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,1
2042229995,arieh warshel,Male,He,Middle Eastern,Yes,urm_male,urm_he,No,No,Yes,No,No,No,No,non_public_health_researcher,researcher,non_public_health_researcher,researcher,2
3226830211,armand dorian,Male,He,White/European,No,non_urm_male,non_urm_he,No,Yes,No,No,No,No,No,practitioner,practitioner,practitioner,practitioner,1
188736126,arnold hopland,Male,He,White/European,No,non_urm_male,non_urm_he,No,Yes,No,No,No,No,No,practitioner,practitioner,practitioner,practitioner,1
2729660080,arnold monto,Male,He,White/European,No,non_urm_male,non_urm_he,Yes,Yes,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,1
1145624560,arnold vargas gabrin,Male,He,Latinx,Yes,urm_male,urm_he,No,Yes,No,No,No,No,No,practitioner,practitioner,practitioner,practitioner,1
126650825,art mathisen,Male,He,White/European,No,non_urm_male,non_urm_he,No,Yes,No,No,Yes,No,No,practitioner,practitioner,practitioner,practitioner,1
1809591082,arturo casadevall,Male,He,White/European,No,non_urm_male,non_urm_he,Yes,Yes,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,2
1455171136,ashley bloomfield,Male,He,White/European,No,non_urm_male,non_urm_he,Yes,Yes,No,Yes,No,No,No,public_health_researcher,researcher,policymaker,policymaker,4
282202450,ashraf al qedra,Male,He,Middle Eastern,Yes,urm_male,urm_he,No,No,No,Yes,No,No,No,policymaker,policymaker,policymaker,policymaker,1
1737749214,ashwin vasan,Male,He,South Asian,Yes,urm_male,urm_he,Yes,Yes,No,No,Yes,No,No,public_health_researcher,researcher,public_health_researcher,researcher,2
4106795050,asma adnane,Female,She,Middle Eastern,Yes,urm_female,urm_she,No,No,Yes,No,No,No,No,non_public_health_researcher,researcher,non_public_health_researcher,researcher,1
2065868453,ava louise,Female,She,White/European,No,non_urm_female,non_urm_she,No,No,No,No,No,Yes,No,celebrity,other,celebrity,other,1
2523327858,ayache,Male,He,Middle Eastern,Yes,urm_male,urm_he,No,Yes,No,No,No,No,No,practitioner,practitioner,practitioner,practitioner,1
2272858589,ayatollah ali khamenei,Male,He,Middle Eastern,Yes,urm_male,urm_he,No,No,No,Yes,No,No,No,policymaker,policymaker,policymaker,policymaker,1
1908189884,azra ghani,Female,She,Middle Eastern,Yes,urm_female,urm_she,Yes,No,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,2
3615663778,bao ping zhu,Male,He,East Asian,No,non_urm_male,non_urm_he,Yes,No,No,Yes,No,No,No,public_health_researcher,researcher,policymaker,policymaker,1
1783817836,barack obama,Male,He,Black/African,Yes,urm_male,urm_he,No,No,No,Yes,No,No,No,policymaker,policymaker,policymaker,policymaker,1
623299733,barbara ferrer,Female,She,Latinx,Yes,urm_female,urm_she,Yes,No,No,Yes,No,No,No,public_health_researcher,researcher,policymaker,policymaker,5
220663060,barbara yaffe,Female,She,White/European,No,non_urm_female,non_urm_she,No,Yes,No,Yes,No,No,No,practitioner,practitioner,policymaker,policymaker,5
4161342534,bela matyas,Male,He,White/European,No,non_urm_male,non_urm_he,No,Yes,No,Yes,No,No,No,practitioner,practitioner,policymaker,policymaker,3
3679914360,ben carson,Male,He,Black/African,Yes,urm_male,urm_he,No,Yes,No,Yes,No,No,No,practitioner,practitioner,policymaker,policymaker,1
1039971427,benjamin cowling,Male,He,White/European,No,non_urm_male,non_urm_he,Yes,No,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,1
3038336689,benjamin schwartz,Male,He,White/European,No,non_urm_male,non_urm_he,No,Yes,No,Yes,No,No,No,practitioner,practitioner,policymaker,policymaker,3
2988961266,benny mathew,Male,He,Black/African,Yes,urm_male,urm_he,No,Yes,No,No,No,No,No,practitioner,practitioner,practitioner,practitioner,1
457057255,bernard devalois,Male,He,White/European,No,non_urm_male,non_urm_he,Yes,Yes,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,1
983669375,bernard wood,Male,He,White/European,No,non_urm_male,non_urm_he,No,Yes,Yes,No,No,No,No,practitioner,practitioner,practitioner,practitioner,2
2871038704,beth potter,Female,She,White/European,No,non_urm_female,non_urm_she,No,Yes,No,No,No,No,No,practitioner,practitioner,practitioner,practitioner,2
1114115068,bethan webber,Female,She,White/European,No,non_urm_female,non_urm_she,No,No,No,Yes,No,No,No,policymaker,policymaker,policymaker,policymaker,2
3167373770,beverley adams groom,Female,She,White/European,No,non_urm_female,non_urm_she,Yes,No,No,Yes,No,No,No,public_health_researcher,researcher,policymaker,policymaker,1
2725288959,bharat pankhankia,Male,He,South Asian,Yes,urm_male,urm_he,Yes,Yes,No,Yes,No,No,No,public_health_researcher,researcher,policymaker,policymaker,3
2651308147,bhasha mukherjee,Female,She,South Asian,Yes,urm_female,urm_she,No,Yes,No,No,No,Yes,No,practitioner,practitioner,practitioner,practitioner,2
28333573,bill bowtell,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,No,Yes,No,No,No,policymaker,policymaker,policymaker,policymaker,2
2120132946,bill de blasio,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,No,Yes,No,No,No,policymaker,policymaker,policymaker,policymaker,4
922437454,bill gates,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,No,Yes,Yes,Yes,No,policymaker,policymaker,policymaker,policymaker,5
1469836265,bill hemmer,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,No,No,No,No,Yes,journalist,other,journalist,other,3
286162157,bob cooper,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,No,Yes,No,No,No,policymaker,policymaker,policymaker,policymaker,2
2256464832,bob saynor,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,No,No,No,No,No,not_available,other,not_available,other,1
1573690675,boris johnson,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,No,Yes,No,No,No,policymaker,policymaker,policymaker,policymaker,20
2751343780,brandon brown,Male,He,White/European,No,non_urm_male,non_urm_he,Yes,No,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,1
263225210,brendan crabb,Male,He,White/European,No,non_urm_male,non_urm_he,Yes,No,No,Yes,No,No,No,public_health_researcher,researcher,policymaker,policymaker,2
3036055166,brendan murphy,Male,He,White/European,No,non_urm_male,non_urm_he,No,Yes,No,Yes,No,No,No,practitioner,practitioner,policymaker,policymaker,14
944164688,brendan rynne,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,Yes,No,Yes,No,No,non_public_health_researcher,researcher,industry_expert,other,1
1221471271,brendan wren,Male,He,White/European,No,non_urm_male,non_urm_he,Yes,No,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,3
4063668002,brett p giroir,Male,He,White/European,No,non_urm_male,non_urm_he,No,Yes,No,Yes,No,No,No,practitioner,practitioner,policymaker,policymaker,5
1683566401,brett sutton,Male,He,White/European,No,non_urm_male,non_urm_he,No,Yes,No,Yes,No,No,No,practitioner,practitioner,policymaker,policymaker,21
3597775772,brian donohoe,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,No,Yes,No,No,No,policymaker,policymaker,policymaker,policymaker,1
2546171128,brian kelly,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,No,No,Yes,Yes,No,industry_expert,other,industry_expert,other,1
848761926,brian long,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,No,No,Yes,No,No,industry_expert,other,industry_expert,other,1
2360425428,brian mehling,Male,He,White/European,No,non_urm_male,non_urm_he,No,Yes,Yes,No,Yes,No,No,practitioner,practitioner,practitioner,practitioner,1
1979111164,brian monahan,Male,He,White/European,No,non_urm_male,non_urm_he,No,Yes,No,Yes,No,No,No,practitioner,practitioner,policymaker,policymaker,1
4057778745,brian williams,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,No,No,No,No,Yes,journalist,other,journalist,other,1
734825090,brice de le vingne,Male,He,White/European,No,non_urm_male,non_urm_he,No,Yes,No,No,No,No,No,practitioner,practitioner,practitioner,practitioner,1
3118583443,bruce anderson,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,No,Yes,Yes,No,No,policymaker,policymaker,policymaker,policymaker,1
43133256,bruce aylward,Male,He,White/European,No,non_urm_male,non_urm_he,No,Yes,No,Yes,No,No,No,practitioner,practitioner,policymaker,policymaker,268
761023166,bruce bradbury,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,Yes,No,No,No,No,non_public_health_researcher,researcher,non_public_health_researcher,researcher,1
52652268,bruce chapman,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,Yes,Yes,No,No,No,non_public_health_researcher,researcher,policymaker,policymaker,1
3854149222,bruce ribner,Male,He,White/European,No,non_urm_male,non_urm_he,Yes,Yes,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,1
3784252835,bryan hughes,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,No,Yes,No,No,No,policymaker,policymaker,policymaker,policymaker,1
2762602712,bryce evans,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,No,No,No,Yes,No,celebrity,other,celebrity,other,2
2579048630,cameron kaiser,Male,He,White/European,No,non_urm_male,non_urm_he,No,Yes,No,Yes,No,No,No,practitioner,practitioner,policymaker,policymaker,5
273917422,camilla pashley,Female,She,White/European,No,non_urm_female,non_urm_she,Yes,Yes,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,1
2452473894,camille locht,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,Yes,No,Yes,No,No,non_public_health_researcher,researcher,industry_expert,other,1
1718360667,carl sydenhag,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,No,No,No,No,No,not_available,other,not_available,other,1
2274412135,carlos del rio,Male,He,Latinx,Yes,urm_male,urm_he,Yes,Yes,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,1
1146251404,carlos franco paredes,Male,He,Latinx,Yes,urm_male,urm_he,Yes,Yes,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,1
324868173,cary cooper,Male,He,White/European,No,non_urm_male,non_urm_he,No,Yes,Yes,No,Yes,No,No,practitioner,practitioner,practitioner,practitioner,2
2539937475,cassandra calabrese,Female,She,White/European,No,non_urm_female,non_urm_she,No,Yes,Yes,No,Yes,No,No,practitioner,practitioner,practitioner,practitioner,6
2580059115,catherine beanland,Female,She,White/European,No,non_urm_female,non_urm_she,No,Yes,No,No,No,No,No,practitioner,practitioner,practitioner,practitioner,1
3984096320,catherine calderwood,Female,She,White/European,No,non_urm_female,non_urm_she,Yes,Yes,No,Yes,No,No,No,public_health_researcher,researcher,policymaker,policymaker,15
4205401367,catherine troisi,Female,She,White/European,No,non_urm_female,non_urm_she,Yes,No,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,1
3991615386,catriona greenwood,Female,She,White/European,No,non_urm_female,non_urm_she,No,Yes,No,No,No,No,No,practitioner,practitioner,practitioner,practitioner,2
3308709279,chaand nagpaul,Male,He,South Asian,Yes,urm_male,urm_he,Yes,Yes,No,Yes,No,No,No,public_health_researcher,researcher,policymaker,policymaker,6
3911021271,chad bianco,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,No,Yes,No,No,No,policymaker,policymaker,policymaker,policymaker,1
1120699085,charles barkley,Male,He,Black/African,Yes,urm_male,urm_he,No,No,No,Yes,No,Yes,Yes,policymaker,policymaker,policymaker,policymaker,1
1745965351,charles michel,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,No,Yes,No,No,No,policymaker,policymaker,policymaker,policymaker,1
330986840,charles moore,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,No,Yes,No,No,Yes,policymaker,policymaker,policymaker,policymaker,1
3077178347,charles swanton,Male,He,White/European,No,non_urm_male,non_urm_he,Yes,Yes,No,No,Yes,No,No,public_health_researcher,researcher,public_health_researcher,researcher,2
2164508946,charlton heston,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,No,Yes,No,Yes,No,policymaker,policymaker,policymaker,policymaker,1
2984113778,chen chien jen,Male,He,East Asian,No,non_urm_male,non_urm_he,Yes,Yes,No,Yes,No,No,No,public_health_researcher,researcher,policymaker,policymaker,1
163303232,chen xuyan,Female,She,East Asian,No,non_urm_female,non_urm_she,Yes,Yes,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,1
3444104940,choi jae wook,Male,He,East Asian,No,non_urm_male,non_urm_he,Yes,Yes,No,Yes,No,No,No,public_health_researcher,researcher,policymaker,policymaker,1
1065395351,chris cuomo,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,No,No,No,No,Yes,journalist,other,journalist,other,1
1717055432,chris spitters,Male,He,White/European,No,non_urm_male,non_urm_he,Yes,Yes,No,Yes,No,No,No,public_health_researcher,researcher,policymaker,policymaker,2
1521102597,chris whitty,Male,He,White/European,No,non_urm_male,non_urm_he,Yes,Yes,No,Yes,No,No,No,public_health_researcher,researcher,policymaker,policymaker,6
1707319734,chris williams,Female,She,White/European,No,non_urm_female,non_urm_she,No,No,No,No,Yes,No,No,industry_expert,other,industry_expert,other,1
3326079308,christian drosten,Male,He,White/European,No,non_urm_male,non_urm_he,Yes,Yes,No,Yes,No,No,No,public_health_researcher,researcher,policymaker,policymaker,2
132973211,christine jenkins,Female,She,White/European,No,non_urm_female,non_urm_she,Yes,Yes,No,No,Yes,No,No,public_health_researcher,researcher,public_health_researcher,researcher,1
1102515489,christl donnelly,Female,She,White/European,No,non_urm_female,non_urm_she,Yes,No,No,Yes,No,No,No,public_health_researcher,researcher,policymaker,policymaker,1
3956024065,christopher murray,Male,He,White/European,No,non_urm_male,non_urm_he,Yes,Yes,No,Yes,No,No,No,public_health_researcher,researcher,policymaker,policymaker,6
4088735888,christopher r braden,Male,He,White/European,No,non_urm_male,non_urm_he,Yes,Yes,No,Yes,No,No,No,public_health_researcher,researcher,policymaker,policymaker,1
1986674095,claire hooker,Female,She,White/European,No,non_urm_female,non_urm_she,Yes,No,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,1
206042611,claire hopkins,Female,She,White/European,No,non_urm_female,non_urm_she,Yes,Yes,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,1
3808638230,clare farrell,Female,She,White/European,No,non_urm_female,non_urm_she,No,No,No,No,Yes,No,No,industry_expert,other,industry_expert,other,1
473957981,clare gerada,Female,She,White/European,No,non_urm_female,non_urm_she,Yes,Yes,No,Yes,Yes,No,No,public_health_researcher,researcher,policymaker,policymaker,2
297767607,claudia cohn,Female,She,White/European,No,non_urm_female,non_urm_she,Yes,No,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,1
2006966165,clive hamilton,Male,He,White/European,No,non_urm_male,non_urm_he,No,No,Yes,Yes,Yes,No,No,non_public_health_researcher,researcher,policymaker,policymaker,2
1796965758,colleen smith,Female,She,White/European,No,non_urm_female,non_urm_she,No,Yes,No,No,No,No,No,practitioner,practitioner,practitioner,practitioner,3
3038928060,courtney cogburn,Female,She,Black/African,Yes,urm_female,urm_she,Yes,No,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,1
4054875918,craig r smith,Male,He,White/European,No,non_urm_male,non_urm_he,Yes,Yes,No,No,No,No,No,public_health_researcher,researcher,public_health_researcher,researcher,1
2059784470,cyntoria johnson,Female,She,Black/African,Yes,urm_female,urm_she,No,No,Yes,No,Yes,No,No,non_public_health_researcher,researcher,industry_expert,other,1
207120334,dali yang,Male,He,East Asian,No,non_urm_male,non_urm_he,No,No,Yes,No,No,No,No,non_public_health_researcher,researcher,non_public_health_researcher,researcher,4
