orig_index,raw_name,num_words,top20_candidates_with_score,possible_candidate,sex_at_birth,comment/reference,pronoun_denoting_gender,comment/reference,race_ethnicity,comment/reference,public_health_researcher,practitioner/clinician/physician,non_public_health_researcher,politician/govt service/policymaker,industry_expert,celebrity,journalist,comment/reference
1931,hiroshi nishiura,2,"[('hiroshi oshitani', 75), ('yasutoshi nishimura', 74), ('hitoshi oshitani', 69), ('hiroshige seko', 60), ('kent nishimura', 60), ('iraj harirchi', 59), ('rohini haar', 59), ('ron hira', 58), ('hai shao', 56), ('hideomi nakahara', 56), ('shinichi niwa', 55), ('hudak', 54), ('sheila nix', 54), ('naser mhawish', 52), ('william hirst', 52), ('thomas nash', 52), ('higgins', 51), ('hopkins', 51), ('nisha basu', 51), ('hina shah', 50)]",SELF,Male,http://plaza.umin.ac.jp/~infepi/hnishiura.htm,He,https://www.coursera.org/instructor/hiroshi-nishiura,White/European,http://plaza.umin.ac.jp/~infepi/hnishiura.htm,Yes,No,No,No,No,No,No,http://plaza.umin.ac.jp/~infepi/hnishiura.htm
1932,hiroshi oshitani,2,"[('hitoshi oshitani', 94), ('hiroshi nishiura', 75), ('daichi oshimi', 62), ('hiroshige seko', 60), ('han', 60), ('rohini haar', 56), ('hai shao', 56), ('mitsutoshi horii', 56), ('harsh vardhan', 55), ('hossein hassanian', 55), ('john hospital', 55), ('hogan', 54), ('osita onugha', 54), ('osagie ehanire', 53), ('hassan rouhani', 53), ('luciano orsini', 53), ('rod hochman', 52), ('iraj harirchi', 52), ('hosier lane', 52), ('giovanni orsina', 52)]",hitoshi oshitani,,,,,,,,,,,,,,
1933,hiroshige seko,2,"[('chris higson', 62), ('hiroshi oshitani', 60), ('hiroshi nishiura', 60), ('siegel', 60), ('rishi sunak', 56), ('ho ming sho', 56), ('shigeru omi', 56), ('ingrid skop', 56), ('hosier lane', 56), ('segundo rodriguez', 55), ('singh', 54), ('shupe', 54), ('gu su', 54), ('howie choset', 54), ('howie', 54), ('hitoshi oshitani', 53), ('sheli radoshitzky', 52), ('aki hiro sato', 52), ('martin s hirsch', 52), ('chris salcedo', 52)]",SELF,Male,https://en.wikipedia.org/wiki/Hiroshige_Sek%C5%8D,He,https://en.wikipedia.org/wiki/Hiroshige_Sek%C5%8D,East Asian,https://en.wikipedia.org/wiki/Hiroshige_Sek%C5%8D,No,No,No,Yes,No,No,No,https://en.wikipedia.org/wiki/Hiroshige_Sek%C5%8D
1934,hisakazu kato,2,"[('hadi susanto', 56), ('chris kratochvil', 55), ('hackathon', 55), ('kinsa', 54), ('hudak', 54), ('louis katz', 52), ('hilary marston', 52), ('rekha kuttikat', 52), ('alan kraut', 52), ('audiey kao', 52), ('tom hanks', 52), ('kentaro iwata', 51), ('samara klar', 50), ('pokrath hansasuta', 50), ('mitsuo kaku', 50), ('kate ahmad', 49), ('kriangsak atipornwanich', 49), ('katie hill', 49), ('lau ka hin', 49), ('kevan shokat', 48)]",SELF,Male,https://www.chartwellspeakers.com/speaker/hisakazu-kato/,He,https://www.chartwellspeakers.com/speaker/hisakazu-kato/,East Asian,https://www.chartwellspeakers.com/speaker/hisakazu-kato/,No,No,Yes,Yes,No,No,No,https://www.chartwellspeakers.com/speaker/hisakazu-kato/
1935,hishal el khidir,3,"[('el khidir', 90), ('hisham el khider', 88), ('el cid', 86), ('el tayar', 86), ('el hawrani', 86), ('halo', 68), ('kim', 60), ('han', 60), ('michael karcher', 58), ('michael hilb', 57), ('michael head', 57), ('charlie kirk', 57), ('hina shah', 57), ('ali khan', 56), ('hai shao', 56), ('ian hall', 56), ('alex hsu', 56), ('kamel khalili', 55), ('michael hoelscher', 55), ('alfred kim', 54)]",SELF,Male,https://www.bbc.com/news/health-52152375,No info,https://www.bbc.com/news/health-52152375,Middle Eastern,https://www.bbc.com/news/health-52152375,No,Yes,No,No,No,No,No,https://www.bbc.com/news/health-52152375
1936,hitoshi oshitani,2,"[('hiroshi oshitani', 94), ('hiroshi nishiura', 69), ('daichi oshimi', 62), ('mitsutoshi horii', 62), ('han', 60), ('hai shao', 56), ('hossein hassanian', 55), ('john hospital', 55), ('hogan', 54), ('osita onugha', 54), ('hiroshige seko', 53), ('osagie ehanire', 53), ('hassan rouhani', 53), ('luciano orsini', 53), ('hosier lane', 52), ('giovanni orsina', 52), ('howie choset', 50), ('jonathan haidt', 50), ('stelios haji ioannou', 50), ('tony holohan', 50)]",SELF,Male,https://www.japantimes.co.jp/news/2020/11/20/national/hitoshi-oshitani-japan-coronavirus/,He,https://www.japantimes.co.jp/news/2020/11/20/national/hitoshi-oshitani-japan-coronavirus/,East Asian,https://www.japantimes.co.jp/news/2020/11/20/national/hitoshi-oshitani-japan-coronavirus/,Yes,No,No,No,No,No,No,https://www.japantimes.co.jp/news/2020/11/20/national/hitoshi-oshitani-japan-coronavirus/
1937,ho fung hung,3,"[('david ho', 86), ('choi jung hun', 80), ('zuo feng zhang', 69), ('yanzhong huang', 69), ('archon fung', 66), ('huang ping', 64), ('ho ming sho', 61), ('carol chiung hui peng', 61), ('gao fu', 60), ('chiu cheng hsun', 59), ('ivan hung', 59), ('wong ka hing', 58), ('hye ok chung', 58), ('ho pak leung', 58), ('choi eun hwa', 58), ('han', 57), ('jeong ok hyun', 56), ('jih fei cheng', 56), ('jih feh cheng', 56), ('fu meng khaw', 55)]",SELF,Male,https://soc.jhu.edu/directory/ho-fung-hung/,He,https://soc.jhu.edu/directory/ho-fung-hung/,East Asian,https://soc.jhu.edu/directory/ho-fung-hung/,No,No,Yes,No,No,No,No,https://soc.jhu.edu/directory/ho-fung-hung/
1938,ho ming sho,3,"[('jo mcintosh', 64), ('ming lin', 64), ('shi muying', 64), ('zhou min', 63), ('hai shao', 63), ('ho fung hung', 61), ('hina shah', 60), ('mahmoud hashemi shahroudi', 58), ('sterghios moschos', 58), ('carol chiung hui peng', 58), ('choi jung hun', 58), ('hyo jick choi', 58), ('robin howe', 57), ('henning ansorg', 56), ('hiroshige seko', 56), ('hopkins', 56), ('robin shattock', 56), ('kim king smith', 56), ('patrick soon shiong', 55), ('cho sung il', 55)]",SELF,Male,https://www.harvard-yenching.org/person/ho-ming-sho/,He,https://www.harvard-yenching.org/person/ho-ming-sho/,East Asian,https://www.harvard-yenching.org/person/ho-ming-sho/,No,No,Yes,No,No,No,No,https://www.harvard-yenching.org/person/ho-ming-sho/
1939,ho pak leung,3,"[('leung', 90), ('david ho', 86), ('young pak', 72), ('kin k leung', 70), ('leong hoe nam', 68), ('leung yiu hong', 66), ('park ho hwan', 64), ('choi eun hwa', 64), ('lee', 60), ('liu', 60), ('yang seung ham', 59), ('ho fung hung', 58), ('hye ok chung', 58), ('sean leng', 57), ('thomas linden', 56), ('ron paul', 56), ('gabriel leung', 56), ('ann leen', 56), ('hwang seung sik', 56), ('geoffrey leung', 56)]",SELF,Male,https://publons.com/researcher/1479809/pak-leung-ho/,He,https://www.thestandard.com.hk/breaking-news/section/4/143091/Ho-Pak-leung-says-up-to-5pc-Wuhan-evacuees-may-be-infected,East Asian,https://publons.com/researcher/1479809/pak-leung-ho/,Yes,No,No,No,No,No,No,https://publons.com/researcher/1479809/pak-leung-ho/
1940,hobart kirsty short,3,"[('marc short', 86), ('susy hota', 60), ('kim', 60), ('harry holzer', 58), ('kinsa', 54), ('harry', 54), ('mark hurst', 54), ('robert hendershott', 54), ('thomas kim', 54), ('partha kar', 54), ('hogan', 54), ('ho ming sho', 53), ('robert hariri', 53), ('kristen kish', 52), ('onkar sahota', 52), ('howard weiss', 52), ('harry potter', 52), ('hai shao', 52), ('robert shrum', 52), ('stuart reyes', 52)]",SELF,Female,https://www.ws-virology.org/dt_team/kristy-short/,She,https://www.ws-virology.org/dt_team/kristy-short/,White/European,https://www.ws-virology.org/dt_team/kristy-short/,Yes,No,No,No,No,No,No,"https://www.ws-virology.org/dt_team/kristy-short/, https://scmb.uq.edu.au/profile/4618/kirsty-short"
1941,hogan,1,"[('sara hogan', 90), ('larry hogan', 90), ('warren hogan', 90), ('han', 75), ('morgan harper', 72), ('hahn', 67), ('hopland', 67), ('yu hongyan', 67), ('bala hota', 60), ('stephen hoge', 60), ('susy hota', 60), ('barbara l horn', 60), ('mrs hopland', 54), ('al holland', 54), ('jennifer horney', 54), ('leong hoe nam', 54), ('stephen m hahn', 54), ('howard weiss', 54), ('hana hayashi', 54), ('rodney howard browne', 54)]",na,,,,,,,,,,,,,,
1942,hollie coates,2,"[('bria coates', 67), ('howie choset', 64), ('jennifer coates', 64), ('camara phyllis jones', 58), ('hosier lane', 58), ('michelle castaneda', 58), ('nicholas chater', 57), ('charles', 56), ('howie mandel', 56), ('aline holmes', 56), ('roselle chen', 56), ('molly conger', 56), ('ellie cannon', 56), ('charles lieber', 56), ('curtis hill', 55), ('chapel hill', 55), ('hal scott', 55), ('valerie crabtree', 55), ('vince coglianese', 55), ('coles', 54)]",SELF,Female,https://www.sunderlandecho.com/news/crime/sunderland-firm-helps-hartlepool-nurse-after-vandals-smash-her-windscreen-during-ae-shift-2517656,She,https://www.sunderlandecho.com/news/crime/sunderland-firm-helps-hartlepool-nurse-after-vandals-smash-her-windscreen-during-ae-shift-2517656,White/European,https://www.sunderlandecho.com/news/crime/sunderland-firm-helps-hartlepool-nurse-after-vandals-smash-her-windscreen-during-ae-shift-2517656,No,Yes,No,No,No,No,No,https://www.sunderlandecho.com/news/crime/sunderland-firm-helps-hartlepool-nurse-after-vandals-smash-her-windscreen-during-ae-shift-2517656
1943,holly ellyatt,2,"[('tom elliott', 58), ('hollie coates', 54), ('elisabetta gropelli', 53), ('holly middlekauff', 53), ('emily nichols', 51), ('neal elattrache', 50), ('lisa ellram', 50), ('hillary clinton', 50), ('kelly evans', 50), ('al holland', 49), ('elizabeth mitchell', 49), ('e wesley ely', 48), ('chapel hill', 48), ('john hellerstedt', 48), ('elissa fory', 48), ('henry farrell', 46), ('elizabeth phelps', 46), ('edward foley', 46), ('larry ellison', 46), ('tania elliott', 46)]",SELF,Female,https://www.cnbc.com/holly-ellyatt/,She,https://www.cnbc.com/holly-ellyatt/,White/European,https://www.cnbc.com/holly-ellyatt/,No,No,No,No,No,No,Yes,https://www.cnbc.com/holly-ellyatt/
1944,holly middlekauff,2,"[('miller', 60), ('joel miller', 58), ('zhou min', 56), ('modly', 54), ('mandl', 54), ('ian hall', 53), ('holly ellyatt', 53), ('carolyn mcauliffe', 53), ('mike kelly', 51), ('mcbride', 51), ('i min lee', 50), ('michelle au', 50), ('bill morice', 50), ('jay maddock', 50), ('olga matievskaya', 48), ('rory medcalf', 48), ('henry miller', 48), ('larry madoff', 48), ('hollie coates', 47), ('mike linney', 47)]",SELF,Female,https://www.healthgrades.com/physician/dr-holly-middlekauff-x45v2,She,https://www.healthgrades.com/physician/dr-holly-middlekauff-x45v2,White/European,https://www.healthgrades.com/physician/dr-holly-middlekauff-x45v2,Yes,Yes,No,No,No,No,No,"https://www.healthgrades.com/physician/dr-holly-middlekauff-x45v2,https://www.ahajournals.org/doi/abs/10.1161/01.CIR.84.1.40"
1945,homayoon farzadegan,2,"[('farda', 72), ('roman frydman', 62), ('thomas frieden', 61), ('han', 60), ('thomas r frieden', 57), ('thomas farley', 56), ('ron hira', 56), ('alan herman', 55), ('horacio arruda', 55), ('sara hogan', 54), ('harry', 54), ('hogan', 54), ('david ho', 53), ('tom frieden', 53), ('tom friedman', 52), ('norman fried', 52), ('matt frieman', 52), ('jason furman', 52), ('ousmane faye', 52), ('frieden', 51)]",SELF,Male,https://epidemiology.expertconferences.org/speaker/2015/homayoon-farzadegan-johns-hopkins-bloomberg-school-of-public-health-usa,He,https://epidemiology.expertconferences.org/speaker/2015/homayoon-farzadegan-johns-hopkins-bloomberg-school-of-public-health-usa,Middle Eastern,https://epidemiology.expertconferences.org/speaker/2015/homayoon-farzadegan-johns-hopkins-bloomberg-school-of-public-health-usa,Yes,No,No,No,No,No,No,"https://epidemiology.expertconferences.org/speaker/2015/homayoon-farzadegan-johns-hopkins-bloomberg-school-of-public-health-usa, https://www.jhsph.edu/faculty/directory/profile/214/homayoon-farzadegan"
1946,homer venters,2,"[('peter horby', 64), ('hunter', 60), ('hoover', 60), ('volkmar denner', 59), ('robert hendershott', 58), ('emil verner', 58), ('hosier lane', 58), ('gilles verniers', 57), ('katherine henderson', 56), ('steuart henderson britt', 56), ('jennifer horney', 54), ('hollie coates', 54), ('henry mwebesa', 54), ('peter jay hotez', 54), ('henry jenkins', 54), ('vincent munster', 54), ('howie', 54), ('james l henderson', 53), ('jeffrey henderson', 53), ('victor gomez', 53)]",SELF,Male,https://academyhealth.org/about/people/homer-venters-md,He,https://academyhealth.org/about/people/homer-venters-md,White/European,https://academyhealth.org/about/people/homer-venters-md,Yes,Yes,No,Yes,Yes,No,No,https://academyhealth.org/about/people/homer-venters-md
1947,hoover,1,"[('claire hooker', 75), ('david hooper', 75), ('vicki stover hertzberg', 60), ('david hoyer', 60), ('steny h hoyer', 60), ('hosier lane', 60), ('len horovitz', 60), ('theodora hatziioannou', 60), ('homer venters', 60), ('harry holzer', 60), ('robin howe', 57), ('howie', 55), ('stephen hoge', 50), ('herzik', 50), ('hunter', 50), ('harvey', 50), ('james hodge', 50), ('hugh montgomery', 48), ('harvey karp', 47), ('hayato mori', 47)]",na,,,,,,,,,,,,,,
1948,hopkins,1,"[('clare hopkins', 90), ('john hopkins', 90), ('susan hopkins', 90), ('claire hopkins', 90), ('johns hopkins', 90), ('stephen hoption cann', 64), ('laura huckins', 64), ('kirsten hokeness', 64), ('higgins', 57), ('hopland', 57), ('ho ming sho', 56), ('sunny hostin', 56), ('hastings', 53), ('ho pak leung', 53), ('mrs hopland', 51), ('choi jung hun', 51), ('lee hyukmin', 51), ('hiroshi nishiura', 51), ('mark hepokoski', 51), ('fred hutchinson', 51)]",na,,,,,,,,,,,,,,
1949,hopland,1,"[('mrs hopland', 90), ('kevin hopland', 90), ('arnold hopland', 90), ('jeannie hopland', 90), ('judd hollander', 77), ('david holland', 77), ('al holland', 71), ('alison holman', 69), ('hogan', 67), ('tony holohan', 64), ('larry hogan', 60), ('han', 60), ('warren hogan', 60), ('hopkins', 57), ('hosier lane', 56), ('head', 55), ('hahn', 55), ('howie mandel', 53), ('ho pak leung', 53), ('clare hopkins', 51)]",na,,,,,,,,,,,,,,
1950,horacio arruda,2,"[('hudak', 60), ('ali', 60), ('andrea hricko', 56), ('azra ghani', 55), ('homayoon farzadegan', 55), ('munehiko harada', 55), ('axios', 54), ('harry', 54), ('harley rouda', 54), ('hogan', 54), ('barbara l horn', 54), ('david ho', 53), ('harsh vardhan', 52), ('morgan harper', 52), ('mihran aroian', 52), ('ravi anupindi', 52), ('ashraf ghani', 51), ('harry holzer', 51), ('jacinda ardern', 50), ('heiko maas', 50)]",SELF,Male,https://globalnews.ca/news/6747811/dr-horacio-arruda-covid-19-star/,He,https://en.wikipedia.org/wiki/Horacio_Arruda,White/European,https://globalnews.ca/news/6747811/dr-horacio-arruda-covid-19-star/,Yes,Yes,No,Yes,No,No,No,"https://en.wikipedia.org/wiki/Horacio_Arruda, https://academic.oup.com/jid/article/207/6/990/898747?login=true"
1951,hosier lane,2,"[('howie', 72), ('howie mandel', 70), ('lance hill', 64), ('xue lan', 64), ('lanier holt', 61), ('lance dodes', 61), ('langa', 60), ('lin', 60), ('han', 60), ('hoover', 60), ('christopher d landry', 58), ('hollie coates', 58), ('thomas linden', 58), ('christopher leinberger', 58), ('heather blake', 58), ('clifford lane', 58), ('homer venters', 58), ('ian hosegood', 58), ('lance gooden', 58), ('heather haynes smith', 58)]",na,,,,,,,,,,,,,,
1952,hossein hassanian,2,"[('ali hassan', 72), ('antonia ho', 60), ('han', 60), ('erin hatton', 58), ('hassan rouhani', 58), ('ian hall', 56), ('hitoshi oshitani', 55), ('john hussman', 55), ('helgi johannsson', 55), ('hiroshi oshitani', 55), ('sean hannity', 55), ('john hansman', 55), ('hamel husain', 55), ('el hawrani', 54), ('meilan han', 54), ('howie', 54), ('david ho', 53), ('stefan hanson', 53), ('hai shao', 53), ('prof hassan vally', 53)]",SELF,Male,https://www.researchgate.net/profile/Hossein_Hassanian-Moghaddam2,He,https://www.researchgate.net/profile/Hossein_Hassanian-Moghaddam2,Middle Eastern,https://www.researchgate.net/profile/Hossein_Hassanian-Moghaddam2,Yes,Yes,No,No,No,No,No,https://www.researchgate.net/profile/Hossein_Hassanian-Moghaddam2
1953,howard cohen,2,"[('cohen', 90), ('rodney howard browne', 86), ('roxane cohen silver', 86), ('daniel aldana cohen', 86), ('john howard', 83), ('howard yu', 76), ('howard forman', 72), ('howard zucker', 72), ('howard njoo', 70), ('edward chew', 70), ('tyrone howard', 68), ('morris cohen', 67), ('robert cohen', 67), ('howard weiss', 67), ('marsha cohen', 67), ('jon cohen', 67), ('amy cohen', 67), ('richard coker', 64), ('xi chen', 64), ('gary cohan', 64)]",SELF,Male,https://muckrack.com/howard-cohen,No info,https://muckrack.com/howard-cohen,White/European,https://muckrack.com/howard-cohen,No,No,No,No,No,No,Yes,https://muckrack.com/howard-cohen
1954,howard forman,2,"[('rodney howard browne', 86), ('howard yu', 76), ('howard gillman', 74), ('howard cohen', 72), ('john howard', 71), ('howard markel', 69), ('howard njoo', 67), ('tyrone howard', 66), ('richard fording', 64), ('howard weiss', 64), ('roman frydman', 62), ('howard zucker', 62), ('abbey hardy fairbanks', 62), ('francis ware', 61), ('han', 60), ('fox', 60), ('christopher foran', 60), ('joshua freeman', 59), ('richard horton', 59), ('frank snowden', 59)]",SELF,Male,https://som.yale.edu/faculty/howard-p-forman,He,https://som.yale.edu/faculty/howard-p-forman,White/European,https://som.yale.edu/faculty/howard-p-forman,Yes,Yes,No,Yes,No,No,No,https://som.yale.edu/faculty/howard-p-forman
1955,howard gillman,2,"[('howard yu', 86), ('howard forman', 74), ('howard njoo', 67), ('howard markel', 67), ('john howard', 67), ('howard weiss', 64), ('howard cohen', 64), ('dario gil', 60), ('han', 60), ('tyrone howard', 60), ('howard zucker', 60), ('giuliani', 60), ('richard greil', 59), ('lisa gitelman', 59), ('mauro guillen', 59), ('rodney howard browne', 57), ('bala hota', 57), ('sandra kane gill', 57), ('harding', 57), ('robert goldman', 57)]",SELF,Male,https://chancellor.uci.edu/about/,He,https://chancellor.uci.edu/about/,White/European,https://chancellor.uci.edu/about/,No,No,Yes,No,Yes,No,No,"https://chancellor.uci.edu/about/,https://en.wikipedia.org/wiki/Howard_Gillman"
1956,howard markel,2,"[('rodney howard browne', 86), ('howard yu', 76), ('edward j markey', 71), ('howard zucker', 69), ('howard forman', 69), ('marr', 68), ('john howard', 67), ('howard njoo', 67), ('howard gillman', 67), ('marie harf', 66), ('tyrone howard', 66), ('richard martinello', 65), ('donald marks', 64), ('mark ali', 64), ('howie mandel', 64), ('howard weiss', 64), ('howard cohen', 64), ('mark harris', 64), ('edward moreno', 62), ('mark handley', 61)]",SELF,Male,https://en.wikipedia.org/wiki/Howard_Markel,He,https://en.wikipedia.org/wiki/Howard_Markel,White/European,https://en.wikipedia.org/wiki/Howard_Markel,Yes,No,No,Yes,No,No,No,https://en.wikipedia.org/wiki/Howard_Markel
1957,howard njoo,2,"[('rodney howard browne', 86), ('john howard', 78), ('howard yu', 76), ('howard cohen', 70), ('howard weiss', 67), ('howard forman', 67), ('tyrone howard', 67), ('howard markel', 67), ('howard gillman', 67), ('howard zucker', 67), ('harry nespolon', 56), ('richard horton', 56), ('harding', 56), ('james hayward', 55), ('harry', 54), ('hogan', 54), ('howie', 54), ('njoki mwarumba', 53), ('hilary jones', 52), ('hadi susanto', 52)]",SELF,Male,https://www.linkedin.com/in/howard-njoo-a6294321/?originalSubdomain=ca,No info,https://www.linkedin.com/in/howard-njoo-a6294321/?originalSubdomain=ca,White/European,https://www.linkedin.com/in/howard-njoo-a6294321/?originalSubdomain=ca,Yes,Yes,No,Yes,No,No,No,https://erj.ersjournals.com/content/45/4/928.short
1958,howard weiss,2,"[('rodney howard browne', 86), ('howard yu', 76), ('ethan weiss', 70), ('howard cohen', 67), ('howard njoo', 67), ('john howard', 67), ('howard forman', 64), ('tyrone howard', 64), ('howard markel', 64), ('howard gillman', 64), ('howard zucker', 64), ('james hayward', 61), ('robin weiss', 61), ('h cody meissner', 59), ('lord winston', 58), ('heard garris', 58), ('harvey weinstein', 57), ('eric wei', 56), ('harris', 56), ('richard wunderink', 55)]",SELF,Male,https://thinkbig.emory.edu/speakers/weiss.html,He,https://thinkbig.emory.edu/speakers/weiss.html,White/European,https://thinkbig.emory.edu/speakers/weiss.html,Yes,No,No,No,No,No,No,https://thinkbig.emory.edu/speakers/weiss.html
1959,howard yu,2,"[('yu', 90), ('rodney howard browne', 86), ('yu dan', 86), ('howard gillman', 86), ('howard weiss', 76), ('howard forman', 76), ('howard cohen', 76), ('tyrone howard', 76), ('howard njoo', 76), ('howard markel', 76), ('howard zucker', 76), ('john howard', 76), ('wang yu', 62), ('leonardo huertas', 60), ('yu hongyan', 60), ('yasuyuki sahara', 57), ('harry', 57), ('koh yu hwan', 57), ('munehiko harada', 57), ('harry fay', 56)]",SELF,Male,https://www.howardyu.org/about/,He,https://www.howardyu.org/about/,East Asian,https://www.howardyu.org/about/,No,No,Yes,No,Yes,No,No,https://www.howardyu.org/about/
1960,howard zucker,2,"[('rodney howard browne', 86), ('howard yu', 76), ('howard cohen', 72), ('howard markel', 69), ('howard njoo', 67), ('john howard', 67), ('howard weiss', 64), ('mark zuckerberg', 64), ('howard forman', 62), ('tyrone howard', 60), ('zhu', 60), ('howard gillman', 60), ('harris faulker', 59), ('harris faulkner', 57), ('harry holzer', 56), ('leonardo huertas', 55), ('harry', 54), ('hogan', 54), ('howie', 54), ('jerry m zuckerman', 53)]",SELF,Male,https://www.health.ny.gov/commissioner/bio/,He,https://www.health.ny.gov/commissioner/bio/,White/European,https://www.health.ny.gov/commissioner/bio/,Yes,Yes,No,Yes,Yes,No,No,https://www.health.ny.gov/commissioner/bio/
1961,howie,1,"[('howie choset', 90), ('howie mandel', 90), ('hosier lane', 72), ('robin howe', 72), ('choi eun hwa', 72), ('hoover', 55), ('clare hopkins', 54), ('jennifer horney', 54), ('leong hoe nam', 54), ('choi jung hun', 54), ('stephen hoption cann', 54), ('muhiuddin haider', 54), ('howard weiss', 54), ('rodney howard browne', 54), ('thomas house', 54), ('howard forman', 54), ('asher hildebrand', 54), ('martin hibberd', 54), ('pan hwai tzong', 54), ('ho ming sho', 54)]",na,,,,,,,,,,,,,,
1962,howie choset,2,"[('howie', 90), ('hollie coates', 64), ('louise chow', 61), ('christ', 60), ('chesney fowler', 59), ('thomas house', 58), ('howie mandel', 58), ('howard cohen', 58), ('esther choo', 58), ('fox chase', 57), ('hilde vichten', 56), ('hilde vochten', 56), ('hyo jick choi', 56), ('dave chokshi', 55), ('alexander huang chieh cheng', 55), ('robin howe', 55), ('walter cho', 55), ('chris chen', 55), ('cori cross', 55), ('roberto cosentini', 55)]",SELF,Male,https://www.ri.cmu.edu/ri-faculty/howie-choset/,He,https://www.ri.cmu.edu/ri-faculty/howie-choset/,White/European,https://www.ri.cmu.edu/ri-faculty/howie-choset/,No,No,Yes,No,No,No,No,https://www.ri.cmu.edu/ri-faculty/howie-choset/
1963,howie mandel,2,"[('howie', 90), ('manuel', 75), ('mandl', 72), ('hosier lane', 70), ('howard markel', 64), ('han', 60), ('nathalie macdermott', 60), ('luiz henrique mandetta', 60), ('michael holick', 59), ('howie choset', 58), ('megan sandel', 58), ('jose manuel vera', 57), ('bonnie maldonado', 57), ('andres manuel lopez obrador', 57), ('hollie coates', 56), ('michael dowling', 56), ('ki moran', 56), ('josef mengele', 56), ('munnell', 56), ('oliver morgan', 56)]",SELF,Male,https://en.wikipedia.org/wiki/Howie_Mandel,He,https://en.wikipedia.org/wiki/Howie_Mandel,White/European,https://en.wikipedia.org/wiki/Howie_Mandel,No,No,No,No,No,Yes,No,https://en.wikipedia.org/wiki/Howie_Mandel
1964,hsu li yang,3,"[('li', 90), ('yang', 90), ('fang li', 86), ('li tan', 86), ('liu liang', 70), ('dali yang', 70), ('yuan', 68), ('rhea liang', 67), ('li liang', 63), ('yang seung ham', 61), ('langa', 60), ('lin', 60), ('han', 60), ('leyi wang', 60), ('liu', 60), ('yang wang', 59), ('otto yang', 59), ('yang hengjun', 58), ('clarissa yang', 58), ('arthur l reingold', 58)]",SELF,Male,https://sph.nus.edu.sg/faculty-directory/hsu-li-yang/,He,https://sph.nus.edu.sg/faculty-directory/hsu-li-yang/,East Asian,https://sph.nus.edu.sg/faculty-directory/hsu-li-yang/,Yes,Yes,No,Yes,No,No,No,https://sph.nus.edu.sg/faculty-directory/hsu-li-yang/
1965,hu xijin,2,"[('zhou xianwang', 68), ('zhang xinmin', 60), ('huang jinhai', 60), ('kang xing jin', 57), ('huang ping', 56), ('john xxiii', 56), ('xi jinping', 56), ('ivan hung', 56), ('luo xianke', 56), ('pope john xxiii', 56), ('higgins', 53), ('choi jung hun', 53), ('hun sen', 53), ('hsu li yang', 53), ('huaiyu tian', 53), ('john huber', 53), ('chen xi', 53), ('xi chen', 50), ('henry ji', 50), ('kwon huck ju', 48)]",SELF,Male,https://www.cnn.com/videos/world/2019/08/17/global-times-editor-hu-xijin-speaks-to-cnn-steven-jiang-intv.cnn,He,https://www.cnn.com/videos/world/2019/08/17/global-times-editor-hu-xijin-speaks-to-cnn-steven-jiang-intv.cnn,East Asian,https://www.cnn.com/videos/world/2019/08/17/global-times-editor-hu-xijin-speaks-to-cnn-steven-jiang-intv.cnn,No,No,No,No,No,No,Yes,"https://www.cnn.com/videos/world/2019/08/17/global-times-editor-hu-xijin-speaks-to-cnn-steven-jiang-intv.cnn, https://en.wikipedia.org/wiki/Hu_Xijin"
1966,huaiyu tian,2,"[('cui tiankai', 64), ('haig aintablian', 62), ('david tan', 60), ('han', 60), ('ian hall', 60), ('li tan', 60), ('stelios haji ioannou', 58), ('sean hannity', 58), ('huang ping', 57), ('ivan hung', 57), ('hilary lin', 57), ('jay timmons', 55), ('harry winer', 55), ('hsu li yang', 55), ('hadley king', 55), ('taisu zhang', 55), ('koh yu hwan', 55), ('hudak', 54), ('meilan han', 54), ('harry', 54)]",SELF,Male,https://scholar.google.com/citations?user=9UCs3q0AAAAJ&hl=en,No info,https://scholar.google.com/citations?user=9UCs3q0AAAAJ&hl=en,East Asian,https://scholar.google.com/citations?user=9UCs3q0AAAAJ&hl=en,Yes,No,No,No,No,No,No,"https://scholar.google.com/citations?user=9UCs3q0AAAAJ&hl=en, http://gcess.bnu.edu.cn/yjspy/dsjj/115276.html"
1967,huang jinhai,2,"[('alexander huang chieh cheng', 86), ('huang ping', 73), ('hahn', 68), ('yang junchao', 67), ('shaomeng jia', 67), ('jim chung', 64), ('ivan hung', 64), ('zhan jiang', 64), ('zhang junjian', 64), ('jim', 60), ('han', 60), ('hu xijin', 60), ('yanzhong huang', 59), ('haig aintablian', 59), ('hana hayashi', 58), ('chong ja ian', 58), ('janaki amin', 58), ('sheng jifang', 58), ('shuhan he', 57), ('jag singh', 57)]",SELF,Male,https://www.dailymail.co.uk/news/article-8042325/Chinese-scientists-develop-oral-vaccine-beat-coronavirus-using-bakers-yeast.html,He,https://www.dailymail.co.uk/news/article-8042325/Chinese-scientists-develop-oral-vaccine-beat-coronavirus-using-bakers-yeast.html,East Asian,https://www.dailymail.co.uk/news/article-8042325/Chinese-scientists-develop-oral-vaccine-beat-coronavirus-using-bakers-yeast.html,Yes,No,No,No,No,No,No,https://www.dailymail.co.uk/news/article-8042325/Chinese-scientists-develop-oral-vaccine-beat-coronavirus-using-bakers-yeast.html
